normed_text_unique,augmented_name,count
TT dạy nghề và GDTX huyện Ngã Năm,"['TT dạy nghề và GDTX huyện Ngã Năm', 'tt day nghe va gdtx huyen nga nam', 'tt day nghe va giao duc thuong xuyen huyen nga nam', 'tt day nghe va trung tam gdtx huyen nga nam', 'tt day nghe va trung tam giao duc thuong xuyen huyen nga nam', 'tt day nghe va ttgdtx huyen nga nam', 'trung tam day nghe va gdtx huyen nga nam']",7
TC Nghề Kỹ thuật Công - Nông nghiệp Yên Thành,"['TC Nghề Kỹ thuật Công - Nông nghiệp Yên Thành', 'tc nghe ky thuat cong nong nghiep yen thanh', 'tc nghe ky thuat cong nong nghiep yen thanh']",3
TT GDTX Tân Thành,"['TT GDTX Tân Thành', 'tt gdtx tan thanh', 'tt trung tam giao duc thuong xuyen tan thanh', 'tt giao duc thuong xuyen tan thanh', 'tt trung tam gdtx tan thanh', 'tt ttgdtx tan thanh', 'TT GDTX tan thanh truoc 12 4 2018']",7
Trường THPT Phú Mỹ,"['Trường THPT Phú Mỹ', 'truong thpt phu my', 'truong ptth phu my', 'pho thong phu my', 'truong trung hoc pho thong phu my', 'truong truong pho thong trung hoc phu my', 'pho thong trung hoc phu my', 'cap 3 phu my', 'truong pho thong phu my', 'pt phu my', 'truong cap 3 phu my', 'ptth phu my', 'truong pho thong trung hoc phu my', 'trung hoc pho thong phu my', 'truong pt phu my', 'truong truong trung hoc pho thong phu my', 'thpt phu my', 'truong tthpt phu my', 'Trường THPTTH Phú Mỹ, Tân Thành, BRVT']",19
Trường THPT Nguyễn Hữu Thọ,"['Trường THPT Nguyễn Hữu Thọ', 'truong thpt nguyen huu tho', 'truong pho thong nguyen huu tho', 'truong cap 3 nguyen huu tho', 'truong tthpt nguyen huu tho', 'ptth nguyen huu tho', 'truong truong pho thong trung hoc nguyen huu tho', 'pho thong trung hoc nguyen huu tho', 'cap 3 nguyen huu tho', 'truong trung hoc pho thong nguyen huu tho', 'truong ptth nguyen huu tho', 'trung hoc pho thong nguyen huu tho', 'pt nguyen huu tho', 'pho thong nguyen huu tho', 'truong pt nguyen huu tho', 'thpt nguyen huu tho', 'truong truong trung hoc pho thong nguyen huu tho', 'truong pho thong trung hoc nguyen huu tho', 'Trường THPT nguyen huu tho', 'Trường THPT nguyen huu tho']",20
GDTX Đông Mỹ,"['GDTX Đông Mỹ', 'gdtx dong my', 'trung tam giao duc thuong xuyen dong my', 'giao duc thuong xuyen dong my', 'ttgdtx dong my', 'trung tam gdtx dong my', 'gdtx dong my']",7
TT GDNN-GDTX huyện Mường Nhé,"['TT GDNN-GDTX huyện Mường Nhé', 'tt gdnn gdtx huyen muong nhe', 'tt gdnn giao duc thuong xuyen huyen muong nhe', 'tt gdnn ttgdtx huyen muong nhe', 'tt gdnn trung tam gdtx huyen muong nhe', 'tt gdnn trung tam giao duc thuong xuyen huyen muong nhe', 'trung tam gdnn gdtx huyen muong nhe']",7
TT GDNN-GDTX MóngCái,"['TT GDNN-GDTX MóngCái', 'tt gdnn gdtx mongcai', 'tt gdnn giao duc thuong xuyen mongcai', 'tt gdnn trung tam giao duc thuong xuyen mongcai', 'tt gdnn ttgdtx mongcai', 'tt gdnn trung tam gdtx mongcai', 'trung tam gdnn gdtx mongcai']",7
Học Viện Hậu Cần - Hệ Dân sự,"['Học Viện Hậu Cần - Hệ Dân sự', 'hoc vien hau can he dan su', 'Học Viện Hậu Cần - Hệ Dân sự', 'Học Viện Hậu Cần - Hệ Dân sự']",4
Trường Trung cấp Trường Sơn,"['Trường Trung cấp Trường Sơn', 'truong trung cap truong son', 'truong trung cap truong son']",3
TT GDNN-GDTX Phù Mỹ,"['TT GDNN-GDTX Phù Mỹ', 'tt gdnn gdtx phu my', 'tt gdnn trung tam gdtx phu my', 'tt gdnn ttgdtx phu my', 'tt gdnn trung tam giao duc thuong xuyen phu my', 'tt gdnn giao duc thuong xuyen phu my', 'tt gdnn gdtx phu my']",7
Trường THPT tư thục Thái Sơn,"['Trường THPT tư thục Thái Sơn', 'truong thpt tu thuc thai son', 'trung hoc pho thong tu thuc thai son', 'truong ptth tu thuc thai son', 'cap 3 tu thuc thai son', 'truong pho thong tu thuc thai son', 'thpt tu thuc thai son', 'truong cap 3 tu thuc thai son', 'truong truong pho thong trung hoc tu thuc thai son', 'pho thong tu thuc thai son', 'pt tu thuc thai son', 'truong pt tu thuc thai son', 'truong pho thong trung hoc tu thuc thai son', 'truong trung hoc pho thong tu thuc thai son', 'pho thong trung hoc tu thuc thai son', 'truong tthpt tu thuc thai son', 'ptth tu thuc thai son', 'truong truong trung hoc pho thong tu thuc thai son', 'Trường THPT tu thuc thai son']",19
Đại học Khoa học Xã hội và Nhân văn – Đại học Quốc gia TP.HCM,"['Đại học Khoa học Xã hội và Nhân văn – Đại học Quốc gia TP.HCM', 'dai hoc khoa hoc xa hoi va nhan van dai hoc quoc gia tp hcm', 'dai hoc khoa hoc xa hoi va nhan van dai hoc quoc gia tp ho chi minh', 'dai hoc khoa hoc xa hoi va nhan van dai hoc quoc gia tp. ho chi minh', 'truong dh khoa hoc xa hoi va nhan van dai hoc quoc gia tp hcm', 'daj hoc khoa hoc xa hoi va nhan van dai hoc quoc gia tp hcm', 'dai hoc khoa hoc xa hoi va nhan van dai hoc quoc gia tp.hcm', 'dai hoc khoa hoc xa hoi va nhan van dai hoc quoc gia tphcm', 'dh khoa hoc xa hoi va nhan van dai hoc quoc gia tp hcm', 'truong dai hoc khoa hoc xa hoi va nhan van dai hoc quoc gia tp hcm', 'dai hoc khoa hoc xa hoi va nhan van co so linh trung']",11
Trường Cao Đẳng Nông Nghiệp Và Phát Triển Nông Thôn Bắc Bộ,"['Trường Cao Đẳng Nông Nghiệp Và Phát Triển Nông Thôn Bắc Bộ', 'truong cao dang nong nghiep va phat trien nong thon bac bo', 'truong truong cao dang nong nghiep va phat trien nong thon bac bo', 'truong cd nong nghiep va phat trien nong thon bac bo', 'cd nong nghiep va phat trien nong thon bac bo', 'cao dang nong nghiep va phat trien nong thon bac bo', 'Cao dang nong nghiep w1']",7
"Quân nhân, Công an tại ngũ_25","['Quân nhân, Công an tại ngũ_25', 'quan nhan cong an tai ngu_25', 'quan nhan cong an tai ngu_25']",3
Trường Trung Học Cở Sở Vĩnh Bình,"['Trường Trung Học Cở Sở Vĩnh Bình', 'truong trung hoc co so vinh binh', 'Trường THCS Vĩnh Bình Gò Công Tây , Tiền Giang']",3
Trường THPT chuyên Trần Đại Nghĩa,"['Trường THPT chuyên Trần Đại Nghĩa', 'truong thpt chuyen tran dai nghia', 'truong cap 3 chuyen tran dai nghia', 'cap 3 chuyen tran dai nghia', 'truong ptth chuyen tran dai nghia', 'truong trung hoc pho thong chuyen tran dai nghia', 'pt chuyen tran dai nghia', 'truong tthpt chuyen tran dai nghia', 'pho thong chuyen tran dai nghia', 'truong pho thong trung hoc chuyen tran dai nghia', 'thpt chuyen tran dai nghia', 'truong pho thong chuyen tran dai nghia', 'ptth chuyen tran dai nghia', 'truong pt chuyen tran dai nghia', 'pho thong trung hoc chuyen tran dai nghia', 'truong truong trung hoc pho thong chuyen tran dai nghia', 'trung hoc pho thong chuyen tran dai nghia', 'truong truong pho thong trung hoc chuyen tran dai nghia', 'Trường THPT chuyen tran dai nghia']",19
TT GDTX Phú Thiện,"['TT GDTX Phú Thiện', 'tt gdtx phu thien', 'tt ttgdtx phu thien', 'tt giao duc thuong xuyen phu thien', 'tt trung tam giao duc thuong xuyen phu thien', 'tt trung tam gdtx phu thien', 'tt gdtx phu thien']",7
GDTX-HN Nha Trang,"['GDTX-HN Nha Trang', 'gdtx hn nha trang', 'trung tam giao duc thuong xuyen hn nha trang', 'giao duc thuong xuyen hn nha trang', 'trung tam gdtx hn nha trang', 'ttgdtx hn nha trang', 'gdtx hn nha trang']",7
Trường Quân Sự Quân Khu 3,"['Trường Quân Sự Quân Khu 3', 'truong quan su quan khu 3', 'Học viện Quân Khu 3']",3
Trường Sỹ Quan Tăng Thiết Giáp,"['Trường Sỹ Quan Tăng Thiết Giáp', 'truong sy quan tang thiet giap', 'Trường 600', 'Đại Học Sỹ Quan Tăng Thiết Giáp']",4
Đại Học Dược Hà Nội,"['Đại Học Dược Hà Nội', 'dai hoc duoc ha noi', 'dh duoc ha noi', 'daj hoc duoc ha noi', 'truong dai hoc duoc ha noi', 'truong dh duoc ha noi', ' HUP', 'Đại Học Dược Hà Nội', 'ĐH Dược HN']",9
Trường THCS̉ Xã Mỹ Hà,"['Trường THCS̉ Xã Mỹ Hà', 'truong thcs xa my ha', 'Truog trug hok co so mj ha']",3
Trường Đại học Kỹ thuật Y - Dược Đà Nẵng,"['Trường Đại học Kỹ thuật Y - Dược Đà Nẵng', 'truong dai hoc ky thuat y duoc da nang', 'truong truong dh ky thuat y duoc da nang', 'dai hoc ky thuat y duoc da nang', 'truong truong dai hoc ky thuat y duoc da nang', 'dh ky thuat y duoc da nang', 'truong dh ky thuat y duoc da nang', 'daj hoc ky thuat y duoc da nang', 'truong daj hoc ky thuat y duoc da nang', 'DH kỹ thuật y dược Đà Nẵng']",10
GDNN-GDTX huyện Thạch Thất,"['GDNN-GDTX huyện Thạch Thất', 'gdnn gdtx huyen thach that', 'gdnn giao duc thuong xuyen huyen thach that', 'gdnn ttgdtx huyen thach that', 'gdnn trung tam giao duc thuong xuyen huyen thach that', 'gdnn trung tam gdtx huyen thach that', 'gdnn gdtx huyen thach that']",7
Trường THPT Mường La,"['Trường THPT Mường La', 'truong thpt muong la', 'truong pt muong la', 'truong ptth muong la', 'pho thong muong la', 'pho thong trung hoc muong la', 'truong trung hoc pho thong muong la', 'ptth muong la', 'truong truong trung hoc pho thong muong la', 'truong tthpt muong la', 'pt muong la', 'truong cap 3 muong la', 'cap 3 muong la', 'truong truong pho thong trung hoc muong la', 'trung hoc pho thong muong la', 'truong pho thong muong la', 'thpt muong la', 'truong pho thong trung hoc muong la', 'Trung hoc pt Muong La']",19
Trường THPT Đà Bắc,"['Trường THPT Đà Bắc', 'truong thpt da bac', 'truong ptth da bac', 'truong pt da bac', 'truong trung hoc pho thong da bac', 'trung hoc pho thong da bac', 'pho thong trung hoc da bac', 'truong truong trung hoc pho thong da bac', 'pho thong da bac', 'pt da bac', 'truong pho thong da bac', 'truong truong pho thong trung hoc da bac', 'truong cap 3 da bac', 'truong tthpt da bac', 'truong pho thong trung hoc da bac', 'ptth da bac', 'cap 3 da bac', 'thpt da bac', 'Trường THPT da bac']",19
Đại học Kỹ Thuật Công Nghệ Cần Thơ,"['Đại học Kỹ Thuật Công Nghệ Cần Thơ', 'dai hoc ky thuat cong nghe can tho', 'truong dh ky thuat cong nghe can tho', 'truong dai hoc ky thuat cong nghe can tho', 'daj hoc ky thuat cong nghe can tho', 'dh ky thuat cong nghe can tho', 'Đại học Kỹ Thuật Công Nghệ Cần Thơ']",7
Trường THPT Võ Thị Sáu - Côn Đảo,"['Trường THPT Võ Thị Sáu - Côn Đảo', 'truong thpt vo thi sau con dao', 'truong cap 3 vo thi sau con dao', 'cap 3 vo thi sau con dao', 'truong truong pho thong trung hoc vo thi sau con dao', 'trung hoc pho thong vo thi sau con dao', 'truong pho thong vo thi sau con dao', 'truong pho thong trung hoc vo thi sau con dao', 'truong trung hoc pho thong vo thi sau con dao', 'truong pt vo thi sau con dao', 'pt vo thi sau con dao', 'pho thong vo thi sau con dao', 'ptth vo thi sau con dao', 'truong tthpt vo thi sau con dao', 'thpt vo thi sau con dao', 'truong truong trung hoc pho thong vo thi sau con dao', 'truong ptth vo thi sau con dao', 'pho thong trung hoc vo thi sau con dao', 'Trường THPT vo thi sau con dao']",19
TT GDTX Thái Hòa,"['TT GDTX Thái Hòa', 'tt gdtx thai hoa', 'tt trung tam gdtx thai hoa', 'tt giao duc thuong xuyen thai hoa', 'tt trung tam giao duc thuong xuyen thai hoa', 'tt ttgdtx thai hoa', 'TT GDTX thai hoa']",7
Trường THPT Tân Lâm ,"['Trường THPT Tân Lâm ', 'truong thpt tan lam', 'truong pho thong tan lam', 'pt tan lam', 'truong truong pho thong trung hoc tan lam', 'trung hoc pho thong tan lam', 'truong pt tan lam', 'pho thong trung hoc tan lam', 'truong ptth tan lam', 'truong cap 3 tan lam', 'truong trung hoc pho thong tan lam', 'ptth tan lam', 'cap 3 tan lam', 'truong truong trung hoc pho thong tan lam', 'pho thong tan lam', 'truong pho thong trung hoc tan lam', 'thpt tan lam', 'truong tthpt tan lam', 'Trường THPT tan lam den 23 02 2020']",19
Phòng GD-ĐT Q.Ô Môn,"['Phòng GD-ĐT Q.Ô Môn', 'phong gd dt q o mon', 'phong gd dt q o mon']",3
Đại Học Tài nguyên và Môi Trường,"['Đại Học Tài nguyên và Môi Trường', 'dai hoc tai nguyen va moi truong', 'daj hoc tai nguyen va moi truong', 'truong dh tai nguyen va moi truong', 'dh tai nguyen va moi truong', 'truong dai hoc tai nguyen va moi truong', ' UNRE', 'ĐH Tài nguyên và Môi Trường ', ' University of Natural Resources and Environment ']",9
Trường THCS-THPT Bắc Sơn,"['Trường THCS-THPT Bắc Sơn', 'truong thcs thpt bac son', 'truong thcs cap 3 bac son', 'truong thcs pho thong bac son', 'truong thcs trung hoc pho thong bac son', 'truong thcs ptth bac son', 'truong thcs tthpt bac son', 'truong thcs truong pho thong trung hoc bac son', 'truong thcs pho thong trung hoc bac son', 'truong thcs truong trung hoc pho thong bac son', 'truong thcs pt bac son', 'Trường THCS va Trường THPT bac son']",12
Trường THPT Trung Văn,"['Trường THPT Trung Văn', 'truong thpt trung van', 'truong cap 3 trung van', 'cap 3 trung van', 'truong tthpt trung van', 'pt trung van', 'truong truong trung hoc pho thong trung van', 'pho thong trung van', 'truong pho thong trung van', 'ptth trung van', 'pho thong trung hoc trung van', 'truong trung hoc pho thong trung van', 'thpt trung van', 'truong ptth trung van', 'truong pt trung van', 'trung hoc pho thong trung van', 'truong truong pho thong trung hoc trung van', 'truong pho thong trung hoc trung van', 'Truong PTTH -Quang Trung -Hai Duong', 'Trường THPT Trung Văn', 'Trường THPT trung van truoc 12 2013']",21
Đại học Sao Đỏ,"['Đại học Sao Đỏ', 'dai hoc sao do', 'daj hoc sao do', 'truong dh sao do', 'truong dai hoc sao do', 'dh sao do', 'SDU', 'Đại học Sao Đỏ']",8
Đại Học Quảng Nam,"['Đại Học Quảng Nam', 'dai hoc quang nam', 'dh quang nam', 'truong dai hoc quang nam', 'truong dh quang nam', 'daj hoc quang nam', 'Đại Học Quảng Nam', 'QNAMUNI']",8
Trường THPT Tân Nam Mỹ,"['Trường THPT Tân Nam Mỹ', 'truong thpt tan nam my', 'truong trung hoc pho thong tan nam my', 'ptth tan nam my', 'truong pt tan nam my', 'pho thong tan nam my', 'pt tan nam my', 'truong tthpt tan nam my', 'cap 3 tan nam my', 'truong truong trung hoc pho thong tan nam my', 'pho thong trung hoc tan nam my', 'truong cap 3 tan nam my', 'truong pho thong tan nam my', 'thpt tan nam my', 'truong pho thong trung hoc tan nam my', 'truong ptth tan nam my', 'trung hoc pho thong tan nam my', 'truong truong pho thong trung hoc tan nam my', 'Trường THPT tan nam my']",19
Trường Cao Đẳng Nghề Kinh Tế Công Nghệ VICET,"['Trường Cao Đẳng Nghề Kinh Tế Công Nghệ VICET', 'truong cao dang nghe kinh te cong nghe vicet', 'cd nghe kinh te cong nghe vicet', 'truong truong cao dang nghe kinh te cong nghe vicet', 'cao dang nghe kinh te cong nghe vicet', 'truong cd nghe kinh te cong nghe vicet', 'Trường Cao Đẳng Nghề Kinh Tế - Công Nghệ VICET']",7
TC nghề Giao thông Công chính Hà Nội,"['TC nghề Giao thông Công chính Hà Nội', 'tc nghe giao thong cong chinh ha noi', 'tc nghe giao thong cong chinh ha noi']",3
Trường TC Miền Tây,"['Trường TC Miền Tây', 'truong tc mien tay', 'truong tc mien tay']",3
Trường THPT Thái Hoà,"['Trường THPT Thái Hoà', 'truong thpt thai hoa', 'truong trung hoc pho thong thai hoa', 'truong truong trung hoc pho thong thai hoa', 'cap 3 thai hoa', 'truong truong pho thong trung hoc thai hoa', 'truong cap 3 thai hoa', 'truong tthpt thai hoa', 'thpt thai hoa', 'truong pho thong thai hoa', 'ptth thai hoa', 'truong pho thong trung hoc thai hoa', 'pho thong thai hoa', 'truong pt thai hoa', 'trung hoc pho thong thai hoa', 'truong ptth thai hoa', 'pt thai hoa', 'pho thong trung hoc thai hoa', 'Trường THPT thai hoa']",19
Cao Đẳng Nghề Cơ điện và Thủy lợi,"['Cao Đẳng Nghề Cơ điện và Thủy lợi', 'cao dang nghe co dien va thuy loi', 'truong cao dang nghe co dien va thuy loi', 'cd nghe co dien va thuy loi', 'cao dang nghe co dien va thuy loi']",5
Trường Cao Đẳng Sư phạm Bà Rịa Vũng Tàu,"['Trường Cao Đẳng Sư phạm Bà Rịa Vũng Tàu', 'truong cao dang su pham ba ria vung tau', 'truong truong cao dang su pham ba ria vung tau', 'cd su pham ba ria vung tau', 'truong cdsp ba ria vung tau', 'cao dang su pham ba ria vung tau', 'cdsp ba ria vung tau', 'truong cd su pham ba ria vung tau', 'CĐ Su Pham BR_VT']",9
"Trường Đại học Khoa học Tự nhiên, Đại học Quốc gia Hà Nội ","['Trường Đại học Khoa học Tự nhiên, Đại học Quốc gia Hà Nội ', 'truong dai hoc khoa hoc tu nhien dai hoc quoc gia ha noi', 'truong daj hoc khoa hoc tu nhien dai hoc quoc gia ha noi', 'dh khoa hoc tu nhien dai hoc quoc gia ha noi', 'dai hoc khoa hoc tu nhien dai hoc quoc gia ha noi', 'truong dh khoa hoc tu nhien dai hoc quoc gia ha noi', 'truong truong dh khoa hoc tu nhien dai hoc quoc gia ha noi', 'truong truong dai hoc khoa hoc tu nhien dai hoc quoc gia ha noi', 'daj hoc khoa hoc tu nhien dai hoc quoc gia ha noi', 'University of Sicence', 'University Natural Of Science']",11
"Quân nhân, Công an tại ngũ_02","['Quân nhân, Công an tại ngũ_02', 'quan nhan cong an tai ngu_02', 'quan nhan cong an tai ngu_02']",3
Trường Đại học cảnh sát nhân dân cơ sở 3,"['Trường Đại học cảnh sát nhân dân cơ sở 3', 'truong dai hoc canh sat nhan dan co so 3', 'truong truong dh canh sat nhan dan co so 3', 'daj hoc canh sat nhan dan co so 3', 'truong daj hoc canh sat nhan dan co so 3', 'truong dh canh sat nhan dan co so 3', 'truong truong dai hoc canh sat nhan dan co so 3', 'dh canh sat nhan dan co so 3', 'dai hoc canh sat nhan dan co so 3', 'Trường Trung Cấp Cảnh Sát Nhân Dân 3 - 71 CMT8']",10
CĐ Công nghệ và Nông lâm Đông Bắc,"['CĐ Công nghệ và Nông lâm Đông Bắc', 'cd cong nghe va nong lam dong bac', 'cd cong nghe va nong lam dong bac']",3
Trường Cao Đẳng Du lịch Vũng Tàu,"['Trường Cao Đẳng Du lịch Vũng Tàu', 'truong cao dang du lich vung tau', 'cao dang du lich vung tau', 'truong cd du lich vung tau', 'cd du lich vung tau', 'truong truong cao dang du lich vung tau', 'CD nghề Du Lịch Vũng Tàu', 'Trường Cao Đẳng Nghề Du Lịch Vũng Tàu', 'CD nghề Du Lịch Vũng Tàu']",9
PTDTNT huyện Phước Sơn,"['PTDTNT huyện Phước Sơn', 'ptdtnt huyen phuoc son', 'ptdtnt huyen phuoc son']",3
Trường Trường THPT Phan Đăng Lưu,"['Trường Trường THPT Phan Đăng Lưu', 'truong truong thpt phan dang luu', 'truong truong pt phan dang luu', 'truong truong trung hoc pho thong phan dang luu', 'truong truong pho thong trung hoc phan dang luu', 'truong truong pho thong phan dang luu', 'truong cap 3 phan dang luu', 'truong truong cap 3 phan dang luu', 'truong trung hoc pho thong phan dang luu', 'truong thpt phan dang luu', 'truong ptth phan dang luu', 'truong truong ptth phan dang luu', 'truong pho thong phan dang luu', 'truong truong truong trung hoc pho thong phan dang luu', 'truong pho thong trung hoc phan dang luu', 'truong pt phan dang luu', 'truong truong truong pho thong trung hoc phan dang luu', 'truong truong tthpt phan dang luu', 'Trường THPT Phan Đăng Lưu ( Nghệ An )', 'Trường THPTTH Phan Đăng Lưu-Yên Thành-Nghệ An']",20
TT GDNN-GDTX Hồng Lĩnh,"['TT GDNN-GDTX Hồng Lĩnh', 'tt gdnn gdtx hong linh', 'tt gdnn trung tam giao duc thuong xuyen hong linh', 'tt gdnn trung tam gdtx hong linh', 'tt gdnn giao duc thuong xuyen hong linh', 'tt gdnn ttgdtx hong linh', 'trung tam gdnn gdtx hong linh']",7
Trường THPT Dân tộc nội trú Vĩnh Long,"['Trường THPT Dân tộc nội trú Vĩnh Long', 'truong thpt dan toc noi tru vinh long', 'truong pho thong trung hoc dan toc noi tru vinh long', 'trung hoc pho thong dan toc noi tru vinh long', 'truong trung hoc pho thong dan toc noi tru vinh long', 'truong cap 3 dan toc noi tru vinh long', 'pho thong trung hoc dan toc noi tru vinh long', 'truong pho thong dan toc noi tru vinh long', 'truong truong trung hoc pho thong dan toc noi tru vinh long', 'cap 3 dan toc noi tru vinh long', 'ptth dan toc noi tru vinh long', 'truong pt dan toc noi tru vinh long', 'thpt dan toc noi tru vinh long', 'pho thong dan toc noi tru vinh long', 'truong ptth dan toc noi tru vinh long', 'truong tthpt dan toc noi tru vinh long', 'truong truong pho thong trung hoc dan toc noi tru vinh long', 'pt dan toc noi tru vinh long', 'Dan toc Noi tru Vinh Long']",19
Trường THPT Bằng Ca,"['Trường THPT Bằng Ca', 'truong thpt bang ca', 'truong pt bang ca', 'cap 3 bang ca', 'truong pho thong trung hoc bang ca', 'pho thong trung hoc bang ca', 'pho thong bang ca', 'truong ptth bang ca', 'truong trung hoc pho thong bang ca', 'truong truong trung hoc pho thong bang ca', 'truong pho thong bang ca', 'truong cap 3 bang ca', 'truong truong pho thong trung hoc bang ca', 'truong tthpt bang ca', 'ptth bang ca', 'thpt bang ca', 'trung hoc pho thong bang ca', 'pt bang ca', 'Trường THPT bang ca']",19
Trung Cấp Nghề Công Nghiệp Và Xây Dựng Fico,"['Trung Cấp Nghề Công Nghiệp Và Xây Dựng Fico', 'trung cap nghe cong nghiep va xay dung fico', 'trung cap dien cong nghiep va xay dung fico']",3
TT GDTX H. Ba Bể tỉnh Bắc Kạn,"['TT GDTX H. Ba Bể tỉnh Bắc Kạn', 'tt gdtx h ba be tinh bac kan', 'tt trung tam gdtx h ba be tinh bac kan', 'tt giao duc thuong xuyen h ba be tinh bac kan', 'tt ttgdtx h ba be tinh bac kan', 'tt trung tam giao duc thuong xuyen h ba be tinh bac kan', 'tt gdtx h ba be tinh bac kan']",7
Trường THPT Phan Thị Ràng,"['Trường THPT Phan Thị Ràng', 'truong thpt phan thi rang', 'truong ptth phan thi rang', 'truong cap 3 phan thi rang', 'pt phan thi rang', 'truong pho thong phan thi rang', 'pho thong trung hoc phan thi rang', 'truong pt phan thi rang', 'thpt phan thi rang', 'truong pho thong trung hoc phan thi rang', 'truong trung hoc pho thong phan thi rang', 'truong truong trung hoc pho thong phan thi rang', 'pho thong phan thi rang', 'cap 3 phan thi rang', 'ptth phan thi rang', 'truong truong pho thong trung hoc phan thi rang', 'trung hoc pho thong phan thi rang', 'truong tthpt phan thi rang', 'Trường THPT phan thi rang']",19
Trường THPT Trần Văn Lan,"['Trường THPT Trần Văn Lan', 'truong thpt tran van lan', 'truong pho thong tran van lan', 'pt tran van lan', 'truong trung hoc pho thong tran van lan', 'truong truong pho thong trung hoc tran van lan', 'thpt tran van lan', 'truong tthpt tran van lan', 'pho thong tran van lan', 'truong cap 3 tran van lan', 'truong pt tran van lan', 'truong pho thong trung hoc tran van lan', 'pho thong trung hoc tran van lan', 'truong ptth tran van lan', 'cap 3 tran van lan', 'ptth tran van lan', 'trung hoc pho thong tran van lan', 'truong truong trung hoc pho thong tran van lan', 'Trường THPT tran van lan']",19
CĐ Kinh tế - Kỹ thuật Cần Thơ,"['CĐ Kinh tế - Kỹ thuật Cần Thơ', 'cd kinh te ky thuat can tho', 'cd kinh te ky thuat can tho']",3
TT GDNN-GDTX huyện Tân Hiệp,"['TT GDNN-GDTX huyện Tân Hiệp', 'tt gdnn gdtx huyen tan hiep', 'tt gdnn trung tam gdtx huyen tan hiep', 'tt gdnn giao duc thuong xuyen huyen tan hiep', 'tt gdnn trung tam giao duc thuong xuyen huyen tan hiep', 'tt gdnn ttgdtx huyen tan hiep', 'trung tam gdnn gdtx huyen tan hiep']",7
TC nghề số 17,"['TC nghề số 17', 'tc nghe so 17', 'tc nghe so 17']",3
Trường THPT Quỳ Hợp 2,"['Trường THPT Quỳ Hợp 2', 'truong thpt quy hop 2', 'truong cap 3 quy hop 2', 'pho thong trung hoc quy hop 2', 'truong truong pho thong trung hoc quy hop 2', 'cap 3 quy hop 2', 'truong ptth quy hop 2', 'pt quy hop 2', 'truong truong trung hoc pho thong quy hop 2', 'truong tthpt quy hop 2', 'truong trung hoc pho thong quy hop 2', 'ptth quy hop 2', 'truong pho thong quy hop 2', 'thpt quy hop 2', 'truong pho thong trung hoc quy hop 2', 'pho thong quy hop 2', 'trung hoc pho thong quy hop 2', 'truong pt quy hop 2', 'Trường THPT quy hop 2']",19
Trường THPT Hoàng Mai 2,"['Trường THPT Hoàng Mai 2', 'truong thpt hoang mai 2', 'truong pho thong trung hoc hoang mai 2', 'truong tthpt hoang mai 2', 'truong trung hoc pho thong hoang mai 2', 'truong truong trung hoc pho thong hoang mai 2', 'trung hoc pho thong hoang mai 2', 'truong ptth hoang mai 2', 'pt hoang mai 2', 'truong cap 3 hoang mai 2', 'pho thong hoang mai 2', 'truong pt hoang mai 2', 'cap 3 hoang mai 2', 'thpt hoang mai 2', 'pho thong trung hoc hoang mai 2', 'ptth hoang mai 2', 'truong pho thong hoang mai 2', 'truong truong pho thong trung hoc hoang mai 2', 'Trường THPT hoang mai 2']",19
TT GDTX huyện Phù Yên,"['TT GDTX huyện Phù Yên', 'tt gdtx huyen phu yen', 'tt giao duc thuong xuyen huyen phu yen', 'tt trung tam gdtx huyen phu yen', 'tt ttgdtx huyen phu yen', 'tt trung tam giao duc thuong xuyen huyen phu yen', 'trung tam gdtx huyen phu yen']",7
Đại học Khoa học Thái Nguyên,"['Đại học Khoa học Thái Nguyên', 'dai hoc khoa hoc thai nguyen', 'truong dai hoc khoa hoc thai nguyen', 'dh khoa hoc thai nguyen', 'daj hoc khoa hoc thai nguyen', 'truong dh khoa hoc thai nguyen', 'bo mon luat dai hoc khoa hoc thai nguyen']",7
Trường THCS-THPT Lê Quý Đôn-Tân Phú,"['Trường THCS-THPT Lê Quý Đôn-Tân Phú', 'truong thcs thpt le quy don tan phu', 'truong thcs pho thong le quy don tan phu', 'truong thcs ptth le quy don tan phu', 'truong thcs cap 3 le quy don tan phu', 'truong thcs pt le quy don tan phu', 'truong thcs pho thong trung hoc le quy don tan phu', 'truong thcs trung hoc pho thong le quy don tan phu', 'truong thcs tthpt le quy don tan phu', 'truong thcs truong trung hoc pho thong le quy don tan phu', 'truong thcs truong pho thong trung hoc le quy don tan phu', 'th Trường THCS-THPT le quy don tan phu']",12
CĐ nghề Hùng Vương,"['CĐ nghề Hùng Vương', 'cd nghe hung vuong', 'cd nghe hung vuong']",3
Trường THPT nhữ khê,"['Trường THPT nhữ khê', 'truong thpt nhu khe', 'truong pt nhu khe', 'truong cap 3 nhu khe', 'truong trung hoc pho thong nhu khe', 'cap 3 nhu khe', 'truong tthpt nhu khe', 'truong truong trung hoc pho thong nhu khe', 'pho thong nhu khe', 'thpt nhu khe', 'truong ptth nhu khe', 'trung hoc pho thong nhu khe', 'truong truong pho thong trung hoc nhu khe', 'ptth nhu khe', 'truong pho thong trung hoc nhu khe', 'truong pho thong nhu khe', 'pt nhu khe', 'pho thong trung hoc nhu khe', 'trung hoc pho thong yen khe']",19
