text,normed_text,normed_text_2
Trường THPT long khanh a,Trường THPT Long Khánh A,THPT Long Khánh A
tt day nghe gdtx huyen hong ngu,TT Dạy nghề - GDTX huyện Hồng Ngự,Dạy nghề - GDTX huyện Hồng Ngự
tt gdtx huyen hong ngu,TT GDTX huyện Hồng Ngự,GDTX huyện Hồng Ngự
Trường THPT ban cong hong ngu,Trường THPT bán công Hồng Ngự,THPT bán công Hồng Ngự
tt giao duc nghe nghiep gdtx huyen hong ngu,TT Giáo dục nghề nghiệp - GDTX huyện Hồng Ngự,Giáo dục nghề nghiệp - GDTX huyện Hồng Ngự
Trường THPT hong ngu 1,Trường THPT Hồng Ngự 1,THPT Hồng Ngự 1
Trường THPT chu van an,Trường THPT Chu Văn An,THPT Chu Văn An
Trường THPT tan hong,Trường THPT Tân Hồng,THPT Tân Hồng
Trường THPT giong thi dam,Trường THPT Giồng Thị Đam,THPT Giồng Thị Đam
Trường THPT tan thanh,Trường THPT Tân Thành,THPT Tân Thành
tt day nghe gdtx tan hong,TT Dạy nghề - GDTX Tân Hồng,Dạy nghề - GDTX Tân Hồng
tt gdtx tan hong,TT GDTX Tân Hồng,GDTX Tân Hồng
tt giao duc nghe nghiep gdtx huyen tan hong,TT Giáo dục nghề nghiệp - GDTX huyện Tân Hồng,Giáo dục nghề nghiệp - GDTX huyện Tân Hồng
Trường THCS va Trường THPT giong thi dam,Trường THCS-THPT Giồng Thị Đam,THCS-THPT Giồng Thị Đam
Trường THPT long xuyen,Trường THPT Long Xuyên,THPT Long Xuyên
Trường THPT chuyen thoai ngoc hau,Trường THPT Chuyên Thoại Ngọc Hầu,THPT Chuyên Thoại Ngọc Hầu
pt ischool long xuyen,PT ISCHOOL Long Xuyên,PT ISCHOOL Long Xuyên
Trường THPT my thoi,Trường THPT Mỹ Thới,THPT Mỹ Thới
cd nghe an giang,CĐ Nghề An Giang,CĐ Nghề An Giang
pt chuong binh le,PT Chưởng Binh Lễ,PT Chưởng Binh Lễ
th y te,Trường TH Y Tế,TH Y Tế
Trường THPT binh khanh,Trường THPT Bình Khánh,THPT Bình Khánh
nang khieu the thao,Năng khiếu thể thao,ăng khiếu thể thao
Trường THPT my hoa hung,Trường THPT Mỹ Hòa Hưng,THPT Mỹ Hòa Hưng
tc nghe ktkt cong doan ag,TC Nghề KTKT Công Đoàn AG,C Nghề KTKT Công Đoàn AG
pt thuc hanh su pham,PT Thực hành Sư phạm,PT Thực hành Sư phạm
pt quoc te gis,PT Quốc tế GIS,PT Quốc tế GIS
Trường THPT nguyen cong tru,Trường THPT Nguyễn Công Trứ,THPT Nguyễn Công Trứ
Trường THPT nguyen hien,Trường THPT Nguyễn Hiền,THPT Nguyễn Hiền
Trường THCS-THPT my hoa hung,Trường THCS-THPT Mỹ Hòa Hưng,THCS-THPT Mỹ Hòa Hưng
cao dang y te an giang,Cao Đẳng Y Tế An Giang,Cao Đẳng Y Tế An Giang
trung tam dao tao huan luyen thi dau the duc the thao ag,"TT Đào tạo, Huấn luyện & Thi đấu Thể dục thể thao AG","Đào tạo, Huấn luyện & Thi đấu Thể dục thể thao AG"
Trường THPT chuyen thu khoa nghia,Trường THPT Chuyên Thủ Khoa Nghĩa,THPT Chuyên Thủ Khoa Nghĩa
Trường THPT vo thi sau,Trường THPT Võ Thị Sáu,THPT Võ Thị Sáu
tt gdtx chau doc,TT GDTX Châu Đốc,GDTX Châu Đốc
tc nghe chau doc,TC Nghề Châu Đốc,C Nghề Châu Đốc
Trường THPT an phu,Trường THPT An Phú,THPT An Phú
Trường THPT an phu 2,Trường THPT An Phú 2,THPT An Phú 2
Trường THPT quoc thai,Trường THPT Quốc Thái,THPT Quốc Thái
ttdn gdtx an phu,TTDN-GDTX An Phú,DN-GDTX An Phú
Trường THPT vinh loc,Trường THPT Vĩnh Lộc,THPT Vĩnh Lộc
tt gdnn gdtx an phu,TT GDNN-GDTX An Phú,GDNN-GDTX An Phú
Trường THCS-THPT vinh loc,Trường THCS-THPT Vĩnh Lộc,THCS-THPT Vĩnh Lộc
Trường THPT luong the vinh,Trường THPT Lương Thế Vinh,THPT Lương Thế Vinh
Trường THPT tan chau,Trường THPT Tân Châu,THPT Tân Châu
Trường THPT duc tri truoc 29 7 2019,Trường THPT Đức Trí,THPT Đức Trí
Trường THPT vinh xuong,Trường THPT Vĩnh Xương,THPT Vĩnh Xương
Trường THPT chau phong,Trường THPT Châu Phong,THPT Châu Phong
tt gdtx tan chau,TT GDTX Tân Châu,GDTX Tân Châu
Trường THPT nguyen quang dieu,Trường THPT Nguyễn Quang Diêu,THPT Nguyễn Quang Diêu
tc nghe tan chau,TC Nghề Tân Châu,C Nghề Tân Châu
Trường THPT nguyen sinh sac,Trường THPT Nguyễn Sinh Sắc,THPT Nguyễn Sinh Sắc
Trường THPT chu van an,Trường THPT Chu Văn An,THPT Chu Văn An
pt phu tan,PT Phú Tân,PT Phú Tân
Trường THPT nguyen chi thanh,Trường THPT Nguyễn Chí Thanh,THPT Nguyễn Chí Thanh
Trường THPT hoa lac,Trường THPT Hoà Lạc,THPT Hoà Lạc
Trường THPT binh thanh dong,Trường THPT Bình Thạnh Đông,THPT Bình Thạnh Đông
ttdn gdtx phu tan,TTDN-GDTX Phú Tân,DN-GDTX Phú Tân
Trường THCS-THPT phu tan,Trường THCS-THPT Phú Tân,THCS-THPT Phú Tân
tt gdnn gdtx phu tan,TT GDNN-GDTX Phú Tân,GDNN-GDTX Phú Tân
Trường THPT tinh bien,Trường THPT Tịnh Biên,THPT Tịnh Biên
Trường THPT chi lang,Trường THPT Chi Lăng,THPT Chi Lăng
Trường THPT xuan to,Trường THPT Xuân Tô,THPT Xuân Tô
ttdn gdtx tinh bien,TTDN-GDTX Tịnh Biên,DN-GDTX Tịnh Biên
tt gdnn gdtx tinh bien,TT GDNN-GDTX Tịnh Biên,GDNN-GDTX Tịnh Biên
Trường THPT nguyen trung truc,Trường THPT Nguyễn Trung Trực,THPT Nguyễn Trung Trực
Trường THPT dan toc noi tru,Trường THPT Dân Tộc Nội Trú,THPT Dân Tộc Nội Trú
Trường THPT ba chuc,Trường THPT Ba Chúc,THPT Ba Chúc
tt gdtx tri ton,TT GDTX Tri Tôn,GDTX Tri Tôn
tc nghe dan toc noi tru ag,TC Nghề Dân tộc Nội Trú AG,C Nghề Dân tộc Nội Trú AG
pt co to,Trường THPT Cô Tô,THPT Cô Tô
tt gdnn gdtx tri ton,TT GDNN-GDTX Tri Tôn,GDNN-GDTX Tri Tôn
Trường THCS-THPT co to,Trường THCS-THPT Cô Tô,THCS-THPT Cô Tô
Trường THPT tran van thanh,Trường THPT Trần Văn Thành,THPT Trần Văn Thành
Trường THPT chau phu,Trường THPT Châu Phú,THPT Châu Phú
Trường THPT thanh my tay,Trường THPT Thạnh Mỹ Tây,THPT Thạnh Mỹ Tây
Trường THPT binh my,Trường THPT Bình Mỹ,THPT Bình Mỹ
pt binh long,Trường THPT Bình Long,THPT Bình Long
ttdn gdtx chau phu,TTDN-GDTX Châu Phú,DN-GDTX Châu Phú
tc kinh te ky thuat ag,TC Kinh tế - Kỹ thuật AG,C Kinh tế - Kỹ thuật AG
Trường THCS-THPT binh long,Trường THCS-THPT Bình Long,THCS-THPT Bình Long
tt gdnn gdtx chau phu,TT GDNN-GDTX Châu Phú,GDNN-GDTX Châu Phú
Trường THPT nguyen huu canh,Trường THPT Nguyễn Hữu Cảnh,THPT Nguyễn Hữu Cảnh
Trường THPT chau van liem,Trường THPT Châu Văn Liêm,THPT Châu Văn Liêm
Trường THPT huynh thi huong,Trường THPT Huỳnh Thị Hưởng,THPT Huỳnh Thị Hưởng
Trường THPT long kien,Trường THPT Long Kiến,THPT Long Kiến
Trường THPT my hiep,Trường THPT Mỹ Hiệp,THPT Mỹ Hiệp
Trường THPT my hoi dong,Trường THPT Mỹ Hội Đông,THPT Mỹ Hội Đông
Trường THPT hoa binh,Trường THPT Hòa Bình,THPT Hòa Bình
tt gdtx cho moi,TT GDTX Chợ Mới,GDTX Chợ Mới
tt gdtx my luong,TT GDTX Mỹ Luông,GDTX Mỹ Luông
Trường THPT ung van khiem,Trường THPT Ung Văn Khiêm,THPT Ung Văn Khiêm
Trường THPT nguyen van huong,Trường THPT Nguyễn Văn Hưởng,THPT Nguyễn Văn Hưởng
Trường THPT luong van cu,Trường THPT Lương Văn Cù,THPT Lương Văn Cù
Trường THPT vo thanh trinh,Trường THPT Võ Thành Trinh,THPT Võ Thành Trinh
tt gdnn gdtx cho moi,TT GDNN-GDTX Chợ Mới,GDNN-GDTX Chợ Mới
tc nghe cho moi,TC Nghề Chợ Mới,C Nghề Chợ Mới
tc ky thuat cong nghe an giang,TC Kỹ thuật - Công nghệ An Giang,C Kỹ thuật - Công nghệ An Giang
Trường THPT nguyen binh khiem,Trường THPT Nguyễn Bỉnh Khiêm,THPT Nguyễn Bỉnh Khiêm
Trường THPT vinh binh,Trường THPT Vĩnh Bình,THPT Vĩnh Bình
Trường THPT can dang,Trường THPT Cần Đăng,THPT Cần Đăng
ttdn gdtx chau thanh,TTDN-GDTX Châu Thành,DN-GDTX Châu Thành
tt gdnn gdtx chau thanh,TT GDNN-GDTX Châu Thành,GDNN-GDTX Châu Thành
Trường THPT nguyen van thoai,Trường THPT Nguyễn Văn Thoại,THPT Nguyễn Văn Thoại
Trường THPT nguyen khuyen,Trường THPT Nguyễn Khuyến,THPT Nguyễn Khuyến
Trường THPT vong the,Trường THPT Vọng Thê,THPT Vọng Thê
Trường THPT vinh trach,Trường THPT Vĩnh Trạch,THPT Vĩnh Trạch
ttdn gdtx thoai son,TTDN-GDTX Thoại Sơn,DN-GDTX Thoại Sơn
tt gdnn gdtx thoai son,TT GDNN-GDTX Thoại Sơn,GDNN-GDTX Thoại Sơn
hoc o nuoc ngoai_52,Học ở nước ngoài_52,Học ở nước ngoài_52
quan nhan cong an tai ngu_52,"Quân nhân, Công an tại ngũ_52","Quân nhân, Công an tại ngũ_52"
Trường THPT vung tau,Trường THPT Vũng Tàu,THPT Vũng Tàu
Trường THPT tran nguyen han,Trường THPT Trần Nguyên Hãn,THPT Trần Nguyên Hãn
Trường THPT dinh tien hoang,Trường THPT Đinh Tiên Hoàng,THPT Đinh Tiên Hoàng
Trường THPT chuyen le quy don,Trường THPT Chuyên Lê Quý Đôn,THPT Chuyên Lê Quý Đôn
Trường THPT nguyen hue,Trường THPT Nguyễn Huệ,THPT Nguyễn Huệ
Trường THPT le hong phong,Trường THPT Lê Hồng Phong,THPT Lê Hồng Phong
Trường THPT nguyen thi minh khai,Trường THPT Nguyễn Thị Minh Khai,THPT Nguyễn Thị Minh Khai
Trường THCS-THPT song ngu,Trường THCS-THPT Song ngữ,THCS-THPT Song ngữ
TT GDTX hn vung tau,TT GDTX-HN Vũng Tàu,GDTX-HN Vũng Tàu
tieu hoc Trường THCS-THPT viet my,"TH, Trường THCS, Trường THPT Việt Mỹ","H, Trường THCS, Trường THPT Việt Mỹ"
btvh cap 2 3 nguyen thai hoc,"BTVH Cấp 2,3 Nguyễn Thái Học","BTVH Cấp 2,3 Nguyễn Thái Học"
cd nghe dau khi,CĐ nghề Dầu khí,CĐ nghề Dầu khí
tc nghe giao thong van tai,TC nghề Giao thông vận tải,C nghề Giao thông vận tải
tc cong nghe thong tin tm computer,TC Công nghệ thông tin TM. COMPUTER,C Công nghệ thông tin TM. COMPUTER
cd nghe du lich vung tau,CĐ nghề Du lịch Vũng Tàu,CĐ nghề Du lịch Vũng Tàu
tc nghe ktkt cong doan ba ria vt,TC nghề KTKT Công đoàn Bà Rịa - VT,C nghề KTKT Công đoàn Bà Rịa - VT
Trường THPT chau thanh,Trường THPT Châu Thành,THPT Châu Thành
Trường THPT ba ria,Trường THPT Bà Rịa,THPT Bà Rịa
Trường THPT nguyen binh khiem,Trường THPT Nguyễn Bỉnh Khiêm,THPT Nguyễn Bỉnh Khiêm
Trường THPT dl chu van an,Trường THPT DL Chu Văn An,THPT DL Chu Văn An
TT GDTX tinh ba ria vung tau,TT GDTX tỉnh Bà Rịa - Vũng Tàu,GDTX tỉnh Bà Rịa - Vũng Tàu
tieu hoc Trường THCS-THPT hoc vien anh quoc,"TH, Trường THCS, Trường THPT Học viện Anh Quốc","H, Trường THCS, Trường THPT Học viện Anh Quốc"
Trường THPT xuyen moc,Trường THPT Xuyên Mộc,THPT Xuyên Mộc
Trường THPT phuoc buu,Trường THPT Phước Bửu,THPT Phước Bửu
Trường THPT hoa binh,Trường THPT Hòa Bình,THPT Hòa Bình
Trường THPT hoa hoi,Trường THPT Hoà Hội,THPT Hoà Hội
Trường THPT bung rieng,Trường THPT Bưng Riềng,THPT Bưng Riềng
TT GDTX dn gtvl xuyen moc,TT GDTX-DN-GTVL Xuyên Mộc,GDTX-DN-GTVL Xuyên Mộc
Trường THPT tran van quan,Trường THPT Trần Văn Quan,THPT Trần Văn Quan
Trường THPT long hai phuoc tinh,Trường THPT Long Hải - Phước Tỉnh,THPT Long Hải - Phước Tỉnh
Trường THPT tran quang khai,Trường THPT Trần Quang Khải,THPT Trần Quang Khải
Trường THPT minh dam,Trường THPT Minh Đạm,THPT Minh Đạm
TT GDTX long dien truoc 01 7 2019,TT GDTX Long Điền,GDTX Long Điền
TT GDTX long dien dat do,TT GDTX Long Điền - Đất Đỏ,GDTX Long Điền - Đất Đỏ
cd nghe tinh ba ria vung tau,CĐ nghề tỉnh Bà Rịa-Vũng Tàu,CĐ nghề tỉnh Bà Rịa-Vũng Tàu
Trường THPT vo thi sau con dao,Trường THPT Võ Thị Sáu - Côn Đảo,THPT Võ Thị Sáu - Côn Đảo
TT GDTX con dao,TT GDTX Côn Đảo,GDTX Côn Đảo
Trường THPT phu my truoc 12 4 2018,Trường THPT Phú Mỹ,THPT Phú Mỹ
Trường THPT hac dich,Trường THPT Hắc Dịch,THPT Hắc Dịch
Trường THPT tran hung dao truoc 12 4 2018,Trường THPT Trần Hưng Đạo,THPT Trần Hưng Đạo
TT GDTX tan thanh truoc 12 4 2018,TT GDTX Tân Thành,GDTX Tân Thành
Trường THPT phu my,Trường THPT Phú Mỹ,THPT Phú Mỹ
Trường THPT tran hung dao,Trường THPT Trần Hưng Đạo,THPT Trần Hưng Đạo
TT GDTX thi xa phu my,TT GDTX Thị xã Phú Mỹ,GDTX Thị xã Phú Mỹ
cd nghe quoc te hong lam,CĐ nghề quốc tế Hồng Lam,CĐ nghề quốc tế Hồng Lam
Trường THPT nguyen du,Trường THPT Nguyễn Du,THPT Nguyễn Du
Trường THPT nguyen trai,Trường THPT Nguyễn Trãi,THPT Nguyễn Trãi
Trường THPT ngo quyen,Trường THPT Ngô Quyền,THPT Ngô Quyền
Trường THPT tran phu,Trường THPT Trần Phú,THPT Trần Phú
Trường THPT nguyen van cu,Trường THPT Nguyễn Văn Cừ,THPT Nguyễn Văn Cừ
pho thong dtnt tinh ba ria vung tau,Trường THPT DTNT tỉnh Bà Rịa - Vũng Tàu,THPT DTNT tỉnh Bà Rịa - Vũng Tàu
TT GDTX dn gtvl chau duc,TT GDTX-DN-GTVL Châu Đức,GDTX-DN-GTVL Châu Đức
Trường THPT vo thi sau,Trường THPT Võ Thị Sáu,THPT Võ Thị Sáu
Trường THPT duong bach mai,Trường THPT Dương Bạch Mai,THPT Dương Bạch Mai
TT GDTX hn dat do truoc 01 7 2019,TT GDTX-HN Đất Đỏ,GDTX-HN Đất Đỏ
Trường THPT nguyen dinh chieu,Trường THPT Nguyễn Đình Chiểu,THPT Nguyễn Đình Chiểu
Trường THPT chuyen tg,Trường THPT Chuyên TG,THPT Chuyên TG
Trường THPT tran hung dao,Trường THPT Trần Hưng Đạo,THPT Trần Hưng Đạo
Trường THPT ap bac,Trường THPT Âp Bắc,THPT Âp Bắc
Trường THPT phuoc thanh,Trường THPT Phước Thạnh,THPT Phước Thạnh
nang khieu the duc the thao,Năng Khiếu Thể dục Thể Thao,ăng Khiếu Thể dục Thể Thao
trung tam gdtx my tho,TT GDTX Mỹ Tho,GDTX Mỹ Tho
truong van hoa ii bo cong an,Trường Văn hóa II- Bộ Công An,Văn hóa II- Bộ Công An
truong cd nghe tien giang,Trường CĐ Nghề Tiền Giang,CĐ Nghề Tiền Giang
truong tc kinh te ky thuat tien giang,Trường TC Kinh tế-Kỹ Thuật Tiền Giang,TC Kinh tế-Kỹ Thuật Tiền Giang
truong cd nong nghiep nam bo,Trường CĐ Nông nghiệp Nam Bộ,CĐ Nông nghiệp Nam Bộ
truong cao dang tien giang,Trường Cao Đẳng Tiền Giang,Cao Đẳng Tiền Giang
trung tam giao duc thuong xuyen tinh tien giang,TT GDTX tỉnh Tiền Giang,GDTX tỉnh Tiền Giang
Trường THPT truong dinh,Trường THPT Trương Định,THPT Trương Định
Trường THPT go cong,Trường THPT Gò Công,THPT Gò Công
Trường THPT binh dong,Trường THPT Bình Đông,THPT Bình Đông
truong tc nghe khu vuc go cong,Trường TC Nghề Khu vực Gò Công,TC Nghề Khu vực Gò Công
truong tc bach khoa go cong,Trường TC Bách Khoa Gò Công,TC Bách Khoa Gò Công
truong trung cap go cong,Trường Trung cấp Gò Công,Trung cấp Gò Công
Trường THPT cai be,Trường THPT Cái Bè,THPT Cái Bè
Trường THPT pham thanh trung,Trường THPT Phạm Thành Trung,THPT Phạm Thành Trung
Trường THPT thien ho duong,Trường THPT Thiên Hộ Dương,THPT Thiên Hộ Dương
Trường THPT huynh van sam,Trường THPT Huỳnh Văn Sâm,THPT Huỳnh Văn Sâm
Trường THPT le thanh hien,Trường THPT Lê Thanh Hiền,THPT Lê Thanh Hiền
Trường THCS-THPT ngo van nhac,Trường THCS-THPT Ngô Văn Nhạc,THCS-THPT Ngô Văn Nhạc
truong tc ky thuat nghiep vu cai be,Trường TC Kỹ thuật - Nghiệp vụ Cái Bè,TC Kỹ thuật - Nghiệp vụ Cái Bè
Trường THPT luu tan phat,Trường THPT Lưu Tấn Phát,THPT Lưu Tấn Phát
Trường THPT phan viet thong,Trường THPT Phan Việt Thống,THPT Phan Việt Thống
Trường THPT tan hiep,Trường THPT Tân Hiệp,THPT Tân Hiệp
Trường THPT vinh kim,Trường THPT Vĩnh Kim,THPT Vĩnh Kim
Trường THPT duong diem,Trường THPT Dưỡng Điềm,THPT Dưỡng Điềm
Trường THPT nam ky khoi nghia,Trường THPT Nam Kỳ Khởi Nghĩa,THPT Nam Kỳ Khởi Nghĩa
Trường THPT rach gam xoai mut,Trường THPT Rạch Gầm-Xoài Mút,THPT Rạch Gầm-Xoài Mút
trung tam gdtx hn chau thanh,TT GDTX HN Châu Thành,GDTX HN Châu Thành
trung tam gdnn gdtx chau thanh,TT GDNN-GDTX Châu Thành ,GDNN-GDTX Châu Thành
Trường THPT cho gao,Trường THPT Chợ Gạo,THPT Chợ Gạo
Trường THPT thu khoa huan,Trường THPT Thủ Khoa Huân,THPT Thủ Khoa Huân
Trường THPT tran van hoai,Trường THPT Trần Văn Hoài,THPT Trần Văn Hoài
Trường THPT binh phuc nhut,Trường THPT Bình Phục Nhứt,THPT Bình Phục Nhứt
trung tam gdtx hn cho gao,TT GDTX HN Chợ Gạo,GDTX HN Chợ Gạo
trung tam gdnn gdtx cho gao,TT GDNN-GDTX Chợ Gạo ,GDNN-GDTX Chợ Gạo
Trường THPT vinh binh,Trường THPT Vĩnh Bình,THPT Vĩnh Bình
Trường THPT long binh,Trường THPT Long Bình,THPT Long Bình
Trường THPT nguyen van thin,Trường THPT Nguyễn Văn Thìn,THPT Nguyễn Văn Thìn
trung tam gdtx hn go cong tay,TT GDTX HN Gò Công Tây,GDTX HN Gò Công Tây
trung tam gdnn gdtx go cong tay,TT GDNN-GDTX Gò Công Tây ,GDNN-GDTX Gò Công Tây
Trường THCS va Trường THPT long binh,Trường THCS-THPT Long Bình,THCS-THPT Long Bình
Trường THCS va Trường THPT phu thanh,Trường THCS-THPT Phú Thành,THCS-THPT Phú Thành
Trường THPT nguyen van con,Trường THPT Nguyễn Văn Côn,THPT Nguyễn Văn Côn
Trường THPT go cong dong,Trường THPT Gò Công Đông,THPT Gò Công Đông
trung tam gdtx hn go cong dong,TT GDTX HN Gò Công Đông,GDTX HN Gò Công Đông
trung tam gdnn gdtx go cong dong,TT GDNN-GDTX Gò Công Đông ,GDNN-GDTX Gò Công Đông
Trường THPT tan phuoc,Trường THPT Tân Phước,THPT Tân Phước
Trường THPT nguyen van tiep,Trường THPT Nguyễn Văn Tiếp,THPT Nguyễn Văn Tiếp
trung tam gdtx hn tan phuoc,TT GDTX HN Tân Phước,GDTX HN Tân Phước
trung tam gdnn gdtx tanphuoc,TT GDNN-GDTX TânPhước ,GDNN-GDTX TânPhước
Trường THCS-THPT phu thanh,Trường THCS-THPT Phú Thạnh,THCS-THPT Phú Thạnh
Trường THCS-THPT tan thoi,Trường THCS-THPT Tân Thới,THCS-THPT Tân Thới
Trường THPT doc binh kieu,Trường THPT Đốc Binh Kiều,THPT Đốc Binh Kiều
Trường THPT my phuoc tay,Trường THPT Mỹ Phước Tây,THPT Mỹ Phước Tây
Trường THPT tu kiet,Trường THPT Tứ Kiệt,THPT Tứ Kiệt
truong tc kinh te cong nghe cai lay,Trường TC Kinh tế - Công nghệ Cai Lậy,TC Kinh tế - Công nghệ Cai Lậy
truong tc nghe khu vuc cai lay,Trường TC Nghề Khu vực Cai Lậy,TC Nghề Khu vực Cai Lậy
Trường THPT le van pham,Trường THPT Lê Văn Phẩm,THPT Lê Văn Phẩm
truong trung cap cai lay,Trường Trung cấp Cai Lậy,Trung cấp Cai Lậy
Trường THPT nguyen trung truc,Trường THPT Nguyễn Trung Trực,THPT Nguyễn Trung Trực
Trường THPT chuyen huynh man dat,Trường THPT chuyên Huỳnh Mẫn Đạt,THPT chuyên Huỳnh Mẫn Đạt
Trường THPT nguyen hung son,Trường THPT Nguyễn Hùng Sơn,THPT Nguyễn Hùng Sơn
Trường THPT ischool rach gia,Trường THPT iSCHOOL Rạch Giá,THPT iSCHOOL Rạch Giá
trung cap ky thuat nghiep vu kien giang,Trung cấp Kỹ thuật-Nghiệp vụ Kiên Giang,ung cấp Kỹ thuật-Nghiệp vụ Kiên Giang
pt dan toc noi tru tinh kien giang,PT Dân tộc Nội trú tỉnh Kiên Giang,PT Dân tộc Nội trú tỉnh Kiên Giang
trung tam gdtx tinh kien giang,TT GDTX tỉnh Kiên Giang,GDTX tỉnh Kiên Giang
Trường THPT pho co dieu,Trường THPT Phó Cơ Điều,THPT Phó Cơ Điều
Trường THPT ngo si lien,Trường THPT Ngô Sĩ Liên,THPT Ngô Sĩ Liên
cao dang nghe tinh kien giang,Cao Đẳng Nghề tỉnh Kiên Giang,Cao Đẳng Nghề tỉnh Kiên Giang
pt duc tri,PT Đức Trí,PT Đức Trí
cd cong dong kien giang,CĐ Cộng đồng Kiên Giang,CĐ Cộng đồng Kiên Giang
cao dang kinh te ky thuat kien giang,Cao Đẳng Kinh tế - Kỹ thuật Kiên Giang,Cao Đẳng Kinh tế - Kỹ thuật Kiên Giang
cd su pham kien giang,CĐ Sư phạm Kiên Giang,CĐ Sư phạm Kiên Giang
cd y te kien giang,CĐ Y tế Kiên Giang,CĐ Y tế Kiên Giang
chinh tri tinh kien giang,Chính trị tỉnh Kiên Giang,Chính trị tỉnh Kiên Giang
Trường THPT vo van kiet,Trường THPT Võ Văn Kiệt,THPT Võ Văn Kiệt
ptnc ischool rach gia,PTNC iSchool Rạch Giá,PTNC iSchool Rạch Giá
nang khieu tdtt kien giang,Năng khiếu TDTT Kiên Giang,ăng khiếu TDTT Kiên Giang
Trường THPT nguyen than hien,Trường THPT Nguyễn Thần Hiến,THPT Nguyễn Thần Hiến
trung tam gdtx tx ha tien,TT GDTX TX Hà Tiên,GDTX TX Hà Tiên
trung tam gdnn gdtx tp ha tien,TT GDNN-GDTX TP Hà Tiên,GDNN-GDTX TP Hà Tiên
Trường THPT kien luong,Trường THPT Kiên Lương,THPT Kiên Lương
trung tam gdtx kien luong,TT GDTX Kiên Lương,GDTX Kiên Lương
Trường THPT ba hon,Trường THPT Ba Hòn,THPT Ba Hòn
trung tam gdnn gdtx huyen kien luong,TT GDNN-GDTX huyện Kiên Lương,GDNN-GDTX huyện Kiên Lương
trung cap nghe vung tu giac long xuyen,Trung cấp Nghề vùng Tứ Giác Long Xuyên,ung cấp Nghề vùng Tứ Giác Long Xuyên
Trường THPT hon dat,Trường THPT Hòn Đất,THPT Hòn Đất
Trường THPT soc son,Trường THPT Sóc Sơn,THPT Sóc Sơn
trung tam gdtx hon dat,TT GDTX Hòn Đất,GDTX Hòn Đất
Trường THPT binh son,Trường THPT Bình Sơn,THPT Bình Sơn
Trường THPT phan thi rang,Trường THPT Phan Thị Ràng,THPT Phan Thị Ràng
Trường THPT nguyen hung hiep,Trường THPT Nguyễn Hùng Hiệp,THPT Nguyễn Hùng Hiệp
Trường THPT nam thai son,Trường THPT Nam Thái Sơn,THPT Nam Thái Sơn
trung tam gdnn gdtx huyen hon dat,TT GDNN-GDTX huyện Hòn Đất,GDNN-GDTX huyện Hòn Đất
Trường THPT tan hiep,Trường THPT Tân Hiệp,THPT Tân Hiệp
Trường THPT thanh dong,Trường THPT Thạnh Đông,THPT Thạnh Đông
trung tam gdtx tan hiep,TT GDTX Tân Hiệp,GDTX Tân Hiệp
Trường THPT cay duong,Trường THPT Cây Dương,THPT Cây Dương
Trường THPT thanh tay,Trường THPT Thạnh Tây,THPT Thạnh Tây
trung tam gdnn gdtx huyen tan hiep,TT GDNN-GDTX huyện Tân Hiệp,GDNN-GDTX huyện Tân Hiệp
trung cap nghe tan hiep,Trung cấp Nghề Tân Hiệp,ung cấp Nghề Tân Hiệp
Trường THPT chau thanh,Trường THPT Châu Thành,THPT Châu Thành
trung tam gdtx chau thanh,TT GDTX Châu Thành,GDTX Châu Thành
Trường THPT mong tho,Trường THPT Mong Thọ,THPT Mong Thọ
trung tam gdnn gdtx huyen chau thanh,TT GDNN-GDTX huyện Châu Thành,GDNN-GDTX huyện Châu Thành
Trường THPT giong rieng,Trường THPT Giồng Riềng,THPT Giồng Riềng
Trường THPT hoa thuan,Trường THPT Hòa Thuận,THPT Hòa Thuận
Trường THPT long thanh,Trường THPT Long Thạnh,THPT Long Thạnh
trung tam gdtx giong rieng,TT GDTX Giồng Riềng,GDTX Giồng Riềng
Trường THPT thanh loc,Trường THPT Thạnh Lộc,THPT Thạnh Lộc
Trường THPT hoa hung,Trường THPT Hòa Hưng,THPT Hòa Hưng
Trường THPT ban tan dinh,Trường THPT Bàn Tân Định,THPT Bàn Tân Định
trung cap nghe dtnt tinh kien giang,Trung cấp Nghề DTNT tỉnh Kiên Giang,ung cấp Nghề DTNT tỉnh Kiên Giang
Trường THCS thanh phuoc,Trường THCS Thạnh Phước,THCS Thạnh Phước
trung tam gdnn gdtx huyen giong rieng,TT GDNN-GDTX huyện Giồng Riềng,GDNN-GDTX huyện Giồng Riềng
Trường THPT go quao,Trường THPT Gò Quao,THPT Gò Quao
trung tam gdtx go quao,TT GDTX Gò Quao,GDTX Gò Quao
Trường THPT dinh an,Trường THPT Định An,THPT Định An
Trường THPT vinh thang,Trường THPT Vĩnh Thắng,THPT Vĩnh Thắng
Trường THPT vinh hoa hung bac,Trường THPT Vĩnh Hoà Hưng Bắc,THPT Vĩnh Hoà Hưng Bắc
Trường THPT thoi quan,Trường THPT Thới Quản,THPT Thới Quản
trung tam gdnn gdtx huyen go quao,TT GDNN-GDTX huyện Gò Quao,GDNN-GDTX huyện Gò Quao
Trường THPT an bien,Trường THPT An Biên,THPT An Biên
Trường THPT dong thai,Trường THPT Đông Thái,THPT Đông Thái
trung tam gdtx an bien,TT GDTX An Biên,GDTX An Biên
Trường THPT nam yen,Trường THPT Nam Yên,THPT Nam Yên
