,index,text,normed_text
10524,6800,ĐH SP Mĩ thuật Hà Nội,Đại Học Sư Phạm Nghệ Thuật Trung Ương
10525,8547,cd vhnt va dl sg,Trường Cao Đẳng Văn hóa Nghệ thuật và Du lịch Sài Gòn
10526,11821,university of medicine and phamarcy HCM city,Trường Đại học Y Dược TP.HCM
10527,2753,Trường THPT bac son,Trường THPT Bắc Sơn
10528,13245,Trường THPT Trần Hưng Đạo - Đăk Mil - Đăk Nông,Trường THPT Trần Hưng Đạo
10529,10275,Trường THPT huyen cai nuoc,Trường THPT Cái Nước
10530,13844,Trường THPT Tran Phu Hanoi,Trường THPT Trần Phú
10531,10424,TT GDTX Huyện Thủy Nguyên,TT GDTX Huyện Thủy Nguyên
10532,1733,Trường THPT minh quang truoc 4 2017,Trường THPT Minh Quang
10533,2560,Trường THPT dam hong,Trường THPT Đầm Hồng
10534,2269,trung tam gdtx so 2,TT GDTX số 2
10535,11175,Trường Đại học Kinh tế Huế - HCE,"Trường Đại học Kinh tế, Đại học Huế"
10536,12543,Dong Da - Da Lat,Trường THCS-THPT Đống Đa
10537,10189,HUC - FTU,Trường Đại học Ngoại thương
10538,113,ĐH Tài chính – Ngân hàng,Đại Học Tài chính – Ngân hàng
10539,10402,dại học kinh tế kĩ thuật công nghiệp,Trường Đại học Kinh tế Kỹ thuật Công nghiệp 
10540,12745,"Trường THPT Bắc Sơn, Lạng Sơn",Trường THPT Bắc Sơn
10541,2487,Trường THPT so 1 huyen bac ha,Trường THPT số 1 huyện Bắc Hà
10542,4128,trung cap nghe ha tinh,Trung cấp Nghề Hà Tĩnh
10543,12870,Trường Cao Đẳng Nghề Du Lịch Vũng Tàu,Trường Cao Đẳng Du lịch Vũng Tàu
10544,9926,Trường Cao Đẳng Nghề Cơ Điện Hà Nội,Trường Cao Đẳng Cơ Điện Hà Nội
10545,2684,thieu sinh quan qk1,Thiếu Sinh Quân QK1
10546,12122,Trường Đại học Tổng hợp,Đại Học Tổng Hợp Hà Nọi
10547,925,dh le quy don,Học viện Kỹ thuật Quân sự
10548,13515,Kinh Tế kỹ thuật Nam Định,Trường đại học Kinh tế - Kỹ thuật Công nghiệp 
10549,5311,Trường THPT tay ninh,Trường THPT Tây Ninh
10550,5145,Trường THPT nguyen chi thanh,Trường THPT Nguyễn Chí Thanh
10551,5845,Trường THPT nguyen hue,Trường THPT Nguyễn Huệ
10552,8739,Trường THPT Bình Thạnh,Trường THPT Bình Thanh
10553,11133,Trung học phổ thông hàm yên. tuyên quang,Trường THPT Hàm Yên
10554,10219,Trường THPT Chi Lăng - Huế,Trường THPT Chi Lăng
10555,13034,Trường THPT GANG THEP-THAI NGUYEN,Trường THPT Gang Thép
10556,6579,so gd va dt hau giang,Sở GD và ĐT Hậu Giang
10557,7179,Trường Cao Đẳng Sư Phạm Tỉnh Điện Biên,Cao Đẳng sư phạm Điện Biên
10558,10579,Trường THPT Trần Phú - Vĩnh Yên - Vĩnh Phúc,Trường THPT Trần Phú
10559,7588,điện công ngiệp,Công nghiệp điện tử
10560,14324,"Trường THPT Lê Lợi, Sóc Trăng",Trường TH-THCS-Trường THPT iSchool Sóc Trăng
10561,7388,Trung Học Phổ Thông Nguyễn An Ninh Tân Biên,Trường THPT Nguyễn An Ninh
10562,1980,th Trường THCS va Trường THPT viet uc,Trường THCS-THPT Việt úc
10563,8829,Thtp kim động hung yen,Trường THPT Kim Động
10564,2615,tt gdnn gdtx loc binh,TT GDNN-GDTX Lộc Bình
10565,2665,Trường THPT cho moi,Trường THPT Chợ Mới
10566,13615,Trường THPT Than Uyên,Trường THPT Than Uyên
10567,8443,TH LUONG VAN CAN,Trường THPT Lương Văn Can Hà Nội
10568,4748,truong pt dan toc noi tru tinh,Trường THPT Dân tộc Nội trú tỉnh
10569,9224,Chuyên Hoá Tổng Hợp,"Trường THPT chuyên Khoa học Tự Nhiên, ĐHQGHN"
10570,5170,Trường THPT loc hiep,Trường THPT Lộc Hiệp
10571,10240,truong Trường THPT nong cong 4,Trường THPT Nông Cống 4
10572,6860,"Truong trung hoc pho thong trung vuong , dong da",Trường THPT Trưng Vương
10573,12203,truong pho thong trung hoc ham thuan nam,Trường THPT Lương Thế Vinh
10574,7733,Trường Trung cấp kinh tế -kỷ thuật tây ninh,Trường Cao Đẳng Kinh tế Kỹ thuật Tây Ninh
10575,7321,TT  dạy nghề Long Khánh,TT Dạy Nghề Long Khánh
10576,11188,đại học y hà tĩnh,Trường Cao Đẳng Y Tế Hà Tinh
10577,11525,Su pham Da nang,Trường Đaị Học Sư Phạm - ĐHĐN
10578,2790,tt gdnn gdtx huyen van yen,TT GDNN-GDTX Huyện Văn Yên
10579,14367,Truong Trường THPT An Minh-Kien Giang,Trường THPT An Minh
10580,13547,ĐhBienpho`ng,Học viện Biên Phòng
10581,6833,dh nong nghiep ha noi,Học viện Nông nghiệp Việt Nam
10582,2181,Trường THPT ly thai to,Trường THPT Lý Thái Tổ
10583,11901,Trường THPT Yên Đinh 1,Trường THPT YÊN ĐỊNH 1
10584,5684,tt gdtx kthn tinh dong thap,TT GDTX - KTHN tỉnh Đồng Tháp
10585,470,HCMCONS,Nhạc Viện TP.HCM
10586,9109,Trường Cao Đẳng y tế Phú Thọ,Trường Cao Đẳng Y tế Phú Thọ
10587,10789,Trường THPT  Việt Nam - Ba Lan,Trường THPT Việt Nam Ba Lan
10588,1837,Trường THPT tu lap,Trường THPT Tự Lập
10589,11194,dai hoc ky thuat cong nghe,Trường Đại học Kinh tế Kỹ thuật Công nghiệp 
10590,11321,Trường THPT Trần Phú - Tp . Đà Nẵng,Trường THPT Trần Phú
10591,14026,"TT GDTX Thành Phố Biên Hòa , Tỉnh Đồng Nai",TT GDTX tỉnh Đồng Nai
10592,10537,Trường Trường THPT Nguyễn Hùng Hiệp,Trường THPT Nguyễn Hùng Hiệp
10593,14467,Truong cao dang y te quang nam,Trường Cao Đẳng Y tế Quảng Nam
10594,13013,Trường Trường THPT Nghi Xuân,Trường THPT Nghi Xuân
10595,14254,TT GDTX Yên Phong,TT GDTX Yen Phong
10596,9432,Đại Học Sân Khấu Điện Ảnh Tp HCM,Trường Đại học Sân khấu Điện ảnh TP.HCM
10597,8896,Nation Economics University,Trường Đại Học Kinh Tế Quốc Dân
10598,10887,thung hoc pho thong lam kinh,Trường THPT Lam Kinh
10599,13964,Trường THCS-THPT Phú Tân,Trường THCS-THPT Phú Tân
10600,6438,Trường THPT thanh binh ca mau,Trường THPT Thanh Bình Cà Mau
10601,10548,Trường Trung cấp kinh tế kỹ thuật Hà Giang,Trường Kinh tế Kỹ thuật Hà Giang
10602,10435,Đại Học Cảnh Sát Nhân Dân TPHCM,Trường Đại học Cảnh sát Nhân dân
10603,2304,cdsp ha giang,CĐSP Hà Giang
10604,5298,tt gdnn gdtx ninh phuoc,TT GDNN-GDTX Ninh Phước
10605,7935,Đại Học Tôn Đức Thắng,Trường Đại học Tôn Đức Thắng
10606,2098,tc nghe du lich va tiep thi quoc te,TC nghề Du lịch và Tiếp thị Quốc tế
10607,2117,Trường THPT bach viet,Trường THPT Bách Việt
10608,6245,Trường THPT vo van kiet,Trường THPT Võ Văn Kiệt
10609,13533,Trường THPT Năng Khiếu Tiền Giang,Trường THPT Năng Khiếu - Đại học Quốc Gia
10610,13418,Trường THPT Phạm Văn Đồng - Tây Hòa - Phú Yên,Trường THPT Phạm Văn Đồng
10611,11354,CD Mo Hong Cam Quang Ninh,Cao Đẳng Nghề Mỏ Hồng Cẩm
10612,992,dai hoc quoc gi ha noi,Đại Học Quốc Gia Hà Nội
10613,2140,Trường THPT vinh loc b,Trường THPT Vĩnh Lộc B
10614,13296,Trường Trung Học Phổ Thông Nguyễn Đáng,Trường THPT Nguyễn Đáng
10615,1405,khoa hoc xhva nv,Đại học Khoa học Xã hội và Nhân văn
10616,12393,Trường THPT Văn Hiến,Trường THPT VĂN HIẾN
10617,11612,dh gtvt hanoi,Trường Đại học Giao thông Vận tải
10618,4137,trung tam gdnn gdtx huong son,TT GDNN-GDTX Hương Sơn
10619,5002,Trường THPT tran quy cap,Trường THPT Trần Quý Cáp
10620,434,NAVA,Học Viện Hải Quân
10621,12909,Trường THPT Trần Cao Vân,Trường THPT Trần Cao Vân
10622,8927,Trường THPT Truong Chinh,Trường THPT Trường Chinh
10623,9594,"Trường THPT nam tien hai,tien hai,thai binh",Trường THPT Nam Tiền Hải
10624,12113,TPTTH Yên mo A,Trường THPT Yên Mô A
10625,14203,truong quan su tinh son la,Trường quân sự tỉnh Sơn La
10626,8052,dh luong the vinh-nam dinh,Trường Đại học Lương Thế Vinh
10627,11661,Trường THCS-THPT Thạnh Tân,Trường THPT Thạnh Tân
10628,3292,phong gd dt tu son,Phòng GD-ĐT Từ Sơn
10629,13130,daj hok xay dung,Trường Đại Học Xây Dựng
10630,9187,Dai hoc khoa hoc xa hoi & nhan van khoa quan he quoc te,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội
10631,12415,trung học phổ thông NGÔ THỜI NHIỆM,Trường Tư Thục Ngô Thời Nhiệm
10632,3878,ttgdnn gdtx lang chanh,TT GDNN-GDTX Lang Chánh
10633,13163,Truong Trường THPT Dak Song,Trường THPT Đăk Song
10634,1934,Trường THCS-THPT phan boi chau,Trường THCS-THPT Phan Bội Châu
10635,5818,Trường THPT hoa binh,Trường THPT Hòa Bình
10636,8848,Truong Trường THPT Bac Yra My Quang Nam,Trường THPT Bắc Trà My
10637,4236,Trường THPT quang trung,Trường THPT Quang Trung
10638,10533,Đại học Nội vụ_Hà Nội,Trường Đại Học Nội Vụ Hà Nội
10639,3260,pt co nhieu cap hoc quoc te kinh bac,PT có nhiều cấp học Quốc tế Kinh Bắc
10640,13599,Trường ĐH Luật TP. Hồ Chí Minh,Trường Đại học Luật TP.HCM
10641,7572,phổ thông c kim bảng-hà nam,Trường THPT C Kim Bảng
10642,7020,tung hoc tai truong Trường THPT cho don,Trường THPT Chợ Đồn
10643,7113,Sú pham hue,Đại học Sư phạm Huế
10644,2679,Trường THPT chu van an,Trường THPT Chu Văn An
10645,11942,Tuyên Quang,Thành phố Tuyên Quang
10646,10394,Trung Học Phổ Thông Trần Phú_Bình Long,Trường THPT Trần Phú
10647,11555,Trường THPT  Ngọc Hiển - Cà Mau,Trường THPT Ngọc Hiển
10648,3404,Trường THPT binh giang,Trường THPT Bình Giang
10649,962,truong trung cap kinh te du lich hoa sua,Trung cấp Kinh tế Du lịch Hoa Sữa
10650,567,Đại Học Lao Động – Xã Hội ( Cơ sở phía Nam),Đại Học Lao Động – Xã Hội 
10651,6204,Trường THPT vinh long,Trường THPT Vĩnh Long
10652,11645,Cao Đẳng công nghiệp hải phòng,Trường Cao Đẳng Công Nghiệp Hải Phòng
10653,2915,truong Trường THPT tran phu,Trường THPT Trần Phú
10654,7690,truong Trường THPT nguyen ba ngoc,Trường THCS-THPT Nguyễn Bá Ngọc
10655,3043,Trường THPT vo thi sau,Trường THPT Võ Thị Sáu
10656,3696,tt gdtx nghia tan,TT GDTX Nghĩa Tân
10657,8726,phổ thông A bình lục,Trường THPT A Bình Lục
10658,1404,vien quan tri kinh doanh fsb dh fpt,Đại Học FPT
10659,4659,pt dtnt tu mo rong,PT DTNT Tu Mơ Rông
10660,3037,Trường THPT pham cong binh,Trường THPT Phạm Công Bình
10661,400,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự
10662,987,truong mua tp.hcm,Trường Múa TP.HCM
10663,951,cao dang kjnh te ky thuat thaj bjnh,Cao Đẳng Kinh Tế Kỹ Thuật Thái Bình
10664,4550,truong Trường THPT le trung dinh,Trường THPT Lê Trung Đình
10665,8972,Ha Noi Nationl University of Education,Trường Đại học Sư phạm Hà Nội
10666,7956,Trường THPT nguyen hue t2k52,Trường THPT Nguyễn Huệ
10667,11432,tung hoc Trường THPT bak yen,Trường Trường THPT Bắc Yên
10668,1167,cao dang ktkt quang nam,Cao Đẳng Kinh tế - Kỹ thuật Quảng Nam
10669,2600,Trường THPT bac son,Trường THPT Bắc Sơn
10670,1785,gdtx hoai duc,GDTX Hoài Đức
10671,12243,Truong Trường THPT Chau Thanh A_Tran Van On_Ben Tre.,Trường THPT Trần Văn Ơn
10672,13765,ĐH Quang Trung,Trường Đại học Quang Trung
10673,6498,truong Trường THPT thanh chan,Trường THPT Thanh Chăn
10674,1369,cao dang bc cong nghe va quan tri doanh nghiep ctim,Cao Đẳng Công nghệ và Quản trị doanh nghiệp
10675,2333,Trường THCS va Trường THPT minh ngoc,Trường THCS-THPT Minh Ngọc
10676,6114,Trường THPT trung an,Trường THPT Trung An
10677,10960,truong suleco,Trường Trung Cấp Nghề Suleco
10678,6573,Trường THPT dak glong,Trường THPT Đăk Glong
10679,3729,Trường THPT bac duyen ha,Trường THPT Bắc Duyên Hà
10680,4873,Trường THPT nguyen van linh,Trường THPT Nguyễn Văn Linh
10681,9037,Trường THPT số 3 Phù Cát,Trường THPT Số 3 Phù Cát
10682,578,Đại Học Dân Lập Phú Xuân,Đại Học Dân Lập Phú Xuân
10683,10832,ĐH Công Nghiệp Ha,Trường Đại học Công nghiệp Hà Nội
10684,2772,Trường THPT dong tam,Trường THPT Đồng Tâm
10685,1423,dai hoc luat tra vinh 2012 2016,Đại học Trà Vinh
10686,1571,Trường THCS-THPT luong the vinh,Trường THCS-THPT Lương Thế Vinh
10687,9528,Trường Trung Cấp Luật,Trung cấp Luật Hà Nội
10688,5897,Trường THPT chuyen tg,Trường THPT Chuyên TG
10689,11697,phan thanh tai highschool,Trường THPT Phan Thành Tài
10690,6004,trung tam gdtx chau thanh,TT GDTX Châu Thành
10691,221,ĐH Kinh tế – Kỹ thuật Công nghiệp,Đại Học Kinh tế – Kỹ thuật Công nghiệp
10692,6970,TT GDTX van lam,TT GDNN-GDTX Văn Lâm
10693,10117,Trung học phổ thông yên mô C,Trường THPT Yên Mô B
10694,13390,CD y te Binh phuoc,Trường Cao Đẳng Y tế Bình Phước
10695,13281,ĐH Điều Dưỡng Nam Định,Trường Đại học Điều dưỡng Nam Định
10696,11651,"Truong Trường THPT Kim Thanh, Hai Duong",Trường THPT Kim Thành
10697,9638,Dh cong nhjep thaj nguyen,Trường Đại Học Kỹ Thuật Công Nghiệp
10698,11794,truong trung hoc pho thong tay thanh,"Trường THCS, Trường THPT Hồng Đức"
10699,7243,Trường THPT BC Thai thuy thai binh,Trường THPT Bán Công Thái Thụy
10700,2237,tt dn gdtx an duong,TT DN-GDTX An Dương
10701,2972,truong Trường THPT ban cong thanh son,Trường THPT Bán Công Thanh Sơn
10702,4999,Trường THPT le hong phong,Trường THPT Lê Hồng Phong
10703,2177,tt gdnn gdtx hong bang,TT GDNN-GDTX Hồng Bàng
10704,11560,dai hoc quoc gia tp ho chi minh,Đại học Quốc gia TP.HCM
10705,12408,pho thonh trung hoc luong van can,Trường THPT Lương Văn Can
10706,9693,"Add ""Trung Hoc Co So Nguyen Tat Thanh",Trường THCS-THPT Nguyễn Tất Thành
10707,4603,trung tam gdnn gdtx thi xa duc pho tu 01 02 2020,TT GDNN-GDTX thị xã Đức Phổ
10708,1800,Trường THPT my duc b,Trường THPT Mỹ Đức B
10709,4311,Trường THCS-THPT con tien,Trường THCS-THPT Cồn Tiên
10710,7225,TTrường THPT Thuong tin,Trường THPT Thường Tín
10711,733,Đại Học Lâm Nghiệp ( Cơ sở 2 ),Đại Học Lâm Nghiệp 
10712,7136,Truog Trường THPT Thuan Thanh So3,Trường THPT Thuận Thành số 3
10713,9812,Chuyên Lê Quý Đôn / Le Quy Don,Trường THPT chuyên Lê Quý Đôn
10714,6165,Trường THPT ban cong giong trom,Trường THPT Bán công Giồng Trôm
10715,10696,DH QuangNam,Trường Đại học Quảng Nam
10716,2570,Trường THPT xuan van,Trường THPT Xuân Vân
10717,12404,kỹ thuật y tế hải dương,Đại học Kỹ thuật Y tế Hải Dương
10718,648,Đại học Công nghệ Đông Á,Đại học Công nghệ Đông Á
10719,8546,THPH Kim Lien,Trường THPT Kim Liên - Hà Nội
10720,8694,CD YTE KIEN GIANG,Trường Cao Đẳng Y tế Kiên Giang
10721,12843,Trường THPT Dương Xá,Trường THPT Dương Xá
10722,10878,Trường THPT Hùng Vương Quảng Ninh,Trường THPT Hùng Vương
10723,12307,Phổ Thông Nguyễn Hùng Sơn,Trường THPT Nguyễn Hùng Sơn
10724,13164,Trường THPT NGOC LINH,Trường THPT Ngọc Hồi
10725,12032,Học viên hành chính,Học viện Hành chính Quốc Gia
10726,4080,TT GDTX thanh chuong,TT GDTX Thanh Chương
10727,3834,ttgdnn gdtx tp thanh hoa,TT GDNN-GDTX TP Thanh Hoá
10728,426,T32,Học Viện Cảnh Sát Nhân Dân
10729,8372,"Trường THPT Chúc Động, Huyện Chương Mỹ, Hà Nội",Trường THPT Chúc Động
10730,6380,trung tam day nghe va gdtx huyen chau thanh,TT dạy nghề và GDTX huyện Châu Thành
10731,12226,Trường THPT tu thuc le quy don,Trường THCS-THPT Lê Quý Đôn
10732,10444,truong dan toc noi tru tinh kon tum,Trường Dân tộc nội trú tỉnh Kon Tum
10733,2294,Trường THPT cam le,Trường THPT Cẩm Lệ
10734,7794,Daihocthuongmai,Trường Đại học Thương mại
10735,9182,Trường THPT An Phước Phan Rang - Tháp Chàm Ninh Thuận,Trường THPT An Phước
10736,2764,Trường THPT ly nam de,Trường THPT Lý Nam Đế
10737,8959,PT Hermann Gmeiner,Trường THPT Hermann Gmeiner
10738,14105,Trường THPT iSchool Sóc Trăng,Trường TH-THCS-THPT iSchool Sóc Trăng
10739,870,"university of medicine and pharmacy, hcm city",Đại học Y Dược TP.HCM
10740,6435,TT GDTX tp ca mau,TT GDTX TP. Cà Mau
10741,7744,cao dang cntp,Cao Đẳng Công nghiệp Thực phẩm
10742,4363,Trường THPT dang tran con,Trường THPT Đặng Trần Côn
10743,3512,Trường THPT nguyen du,Trường THPT Nguyễn Du
10744,2856,phong gd dt huyen bac yen,Phòng GD-ĐT huyện Bắc Yên
10745,8511,Trường TPHT Trần Nguyên Hãn,Trường THPT Trần Nguyên Hãn
10746,6285,pho thong dtnt Trường THCS va Trường THPT huyen tieu can,Trường THPT DTNT Trường THCS-THPT huyện Tiểu Cần
10747,8860,"Trường THPT Trần Phú,Đà Nẵng,Việt Nam",Trường THPT Trần Phú
10748,4399,Trường THPT nguyen sinh cung,Trường THPT Nguyễn Sinh Cung
10749,2071,Trường THCS va Trường THPT dinh tien hoang,Trường THCS-THPT Đinh Tiên Hoàng
10750,12047,Trường THPT Nguyễn Trường Tộ Phú Yên,Trường THPT Nguyễn Trường Tộ
10751,4206,cao dang nghe cong nghe ha tinh co so 2 den 4 2017,Cao Đẳng Nghề công nghệ Hà Tĩnh
10752,7116,Cao dang bac can,Cao Đẳng Nghề Dân Tộc Nội Trú Bắc Kạn
10753,8302,Chuyên hưng yen,Trường THPT chuyên Hưng Yên
10754,143,ĐH Dược HN,Đại Học Dược Hà Nội
10755,5823,Trường THPT luong van cu,Trường THPT Lương Văn Cù
10756,13335,"Đại Học Yersin, Lâm Đồng",Trường Đại học Yersin Đà Lạt
10757,10139,Huynh Thuc Khang Highschool,Trường THPT Huỳnh Thúc Kháng
10758,9978,Trường Cao Đẳng VHNT Nghệ An,Trường Cao Đẳng Văn hóa Nghệ thuật Nghệ An
10759,14520,Trường THPT loch hoi thuong,Trường THPT Lịch Hội Thượng
10760,7559,Trường THPT Nghi Lộc 1,Trường THPT Nguyễn Duy Trinh
10761,3674,Trường THPT nguyen du,Trường THPT Nguyễn Du
10762,11908,Trường THPT Xuyên Mộc,Trường THPT Xuyên Mộc
10763,5490,Trường THPT van hien,Trường THPT Văn Hiến
10764,8269,PTTH Ngoc hoj,Trường THPT Ngọc Hồi
10765,2876,truong Trường THPT phieng khoai,Trường THPT Phiêng Khoài
10766,1621,Trường THPT phuc loi,Trường THPT Phúc Lợi
10767,2804,tt dn gdtx huyen van chan,TT DN-GDTX Huyện Văn Chấn
10768,2396,Trường THPT hoa an,Trường THPT Hoà An
10769,9399,Phổ Thông Hòa Bình tỉnh Bình Dinh,Trường THPT Hoà Bình
10770,4035,Trường THPT tan ky,Trường THPT Tân Kỳ
10771,10279,Dai Hoc An Ninh_Ha Noi,Học Viện An ninh Nhân Dân
10772,6807,Hue university of sience,Đại học Khoa học Huế
10773,13025,Trường THPT ly tu trog,Trường THPT Lý Tự Trọng
10774,11519,ĐH Kinh Tế Tp.HCM,Trường Đại học Kinh tế TP.HCM
10775,2683,Trường THPT le quy don,Trường THPT Lê Quý Đôn
10776,14237,Trường THPT (NHC) Cho Moi - An Giang,Trường THPT Nguyễn Hữu Cảnh
10777,7295,Trường THPT Quang Trung,Trường THPT Quang Trung
10778,8687,DH Phu Yen,Trường Đại học Phú Yên
10779,12360,Trường THPT nguyễn tất thành m'drak,Trường THPT Nguyễn Tất Thành
10780,6869,Trường THPTHH chuyên ban Cao Lãnh,Trường THPT thành phố Cao Lãnh
10781,909,truong cao dang kinh te - cong nghe tp.hcm – hiast,Cao Đẳng Kinh tế - Công nghệ TP.HCM
10782,12995,TRUONG Trường THPT VONG THE,Trường THPT Vọng Thê
10783,12662,Trường THPT THAI BINH,Trường THPT Chuyên Thái Bình
10784,5398,Trường THPT dan toc noi tru tinh,Trường THPT Dân tộc nội trú Tỉnh
10785,3283,Trường THPT tran hung dao,Trường THPT Trần Hưng Đạo
10786,13043,Trường van hoa nghe thuat bac lieu,Trường Trung Cấp Văn Hóa Nghệ Thuật Tỉnh Bạc Liêu
10787,529,Đại học Nông Lâm Bắc Giang,Đại học Nông Lâm Bắc Giang
10788,10850,Trường THPT Thuỵ Hương,Trường THPT Thụy Hương
10789,7077,truong Trường THPT viet bac,Trường THPT Việt Bắc
10790,7736,Trường Cao Đẳng Nghề Cơ Khí Nông Nghiệp,Cao Đẳng cơ khí nông nghiệp
10791,8720,Trường THPT Dong Son I,Trường THPT Đông Sơn 1
10792,7677,Trường THPT Minh Khai - Quốc Oai,Trường THPT Minh Khai Quốc Oai
10793,10263,Sunkyunkwan University,Đại học Thành Quân Quán
10794,10949,iTrường THPT Phạm Thái Bường,Trường THPT Phạm Thái Bường
10795,13521,PTTH NGUYỄN VĂN THOẠI,Trường THPT Nguyễn Văn Thoại
10796,6710,Chuyen Tuyen Quang K17 (2003-2006),Trường THPT Chuyên Tuyên Quang
10797,2141,Trường THPT nang khieu tdtt binh chanh,Trường THPT Năng khiếu TDTT Bình Chánh
10798,10760,Cao dang BKHY,Trường Cao Đẳng Bách khoa Hưng Yên
10799,8209,Trường THPT Bán công Tân An,Trường THPT bán công Tân An
10800,10308,University of Natural Sciences - Hanoi National University,Đại học Quốc gia Hà Nội
10801,5409,Trường THPT quang trung,Trường THPT Quang Trung
10802,3253,so gd dt bac ninh,Sở GD-ĐT Bắc Ninh
10803,12576,Trường Cao Đẳng Công nghệ và Kinh Tế Hà Nội,Trường Cao Đẳng Công nghệ và Kinh tế Hà Nội
10804,13346,Cao Đăng Thái Nguyên,Cao Đẳng Công nghiệp Thái Nguyên
10805,1051,dai hoc am nhac nge thuat tp ho chi minh,Cao Đẳng Văn hóa Nghệ thuật TP.HCM
10806,10614,Trường THPT ứng hoà A,Trường THPT Ứng Hòa A
10807,1828,Trường THPT nguyen binh khiem,Trường THPT Nguyễn Bỉnh Khiêm
10808,13206,"Monash College/ University (Melbourne, Australia)",Cao Đẳng Monash 
10809,4265,tt ktth hn dn quang ninh,TT KTTH HN-DN Quảng Ninh
10810,6365,Trường THCS-THPT dtnt vinh chau,Trường THCS-THPT DTNT Vĩnh Châu
10811,11091,Trường THPT Yên Thành 2,Trường THPT Yên Thành 2
10812,986,hue tourism college,Cao Đẳng Du Lịch Huế
10813,710,Học Viện Hải Quân,Học Viện Hải Quân
10814,11953,Trường THPT LY CHINH THANG,Trường THPT Lý Chính Thắng
10815,165, Military Academy of Logistics ,Học Viện Hậu cần
10816,6950,Trường THPT Phan Đăng Lưu- Hải phòng,Trường Trường THPT Phan Đăng Lưu
10817,10083,Trường THCS-THPT Phú Tân,Trường THCS-THPT Phú Tân
10818,13703,Vietnam National Academy of Music,Học Viện Âm Nhạc Quốc Gia Việt Nam
10819,8954,CĐ CN và XD quảng ninh,Trường Cao Đẳng Công nghiệp và Xây dựng
10820,8816,"Trường mầm non Hoa Quỳnh, P.Tân Đinh, Q.1, Tp Hồ Chí Minh",Trường Mầm Non Hoa Quỳnh
10821,8235,Trung Cấp KTKT Quang Trung,Trường Trung Cấp Kinh Tế Kỹ Thuật Quang Trung
10822,11725,Dai Hoc Y Duoc Tphcm,Đại học Y Dược TP.HCM
10823,10144,Trường Trung Cấp Kinh Tế Du Lịch Tân Thanh,Trường Trung cấp Kinh tế và Du Lịch Tân Thanh
10824,8482,TC Văn Hóa Nghệ Thuật Lạng Sơn,Trường Trung Cấp Văn Hóa Nghệ Thuật Lạng Sơn
10825,11309,trung tam giao duc thuong xuyen can duoc,GDTX huyện Cần Đước
10826,13555,Trường THPTDTNT Tỉnh Kon Tum,Trường Dân tộc nội trú tỉnh Kon Tum
10827,8226,Trường THPT Tran Dai Nghia,Trường THPT Trần Đại Nghĩa
10828,2051,Trường THPT tan trao,Trường THPT Tân Trào
10829,1906,tt btdn tvl cho nguoi tan tat,TT BTDN-TVL cho người tàn tật
10830,4879,Trường THPT tran binh trong,Trường THPT Trần Bình Trọng
10831,13572,THIEU SINH QUAN,Thiếu sinh quân Việt Nam Cộng hòa
10832,5387,truong dai hoc phan thiet,Trường Đại học Phan Thiết
10833,5670,Trường THPT chuyen nguyen dinh chieu,Trường THPT chuyên Nguyễn Đình Chiểu
10834,3025,Trường THPT van quan truoc nam 2018,Trường THPT Văn Quán
10835,14589,Trung học phổ thông yên mô C,Trường THPT Yên Mô B
10836,12075,Trường THPT Lạc Sơn A,Trường THPT Lạc Sơn
10837,10216,Hermann Gmeiner Tp Đà nẵng,Trường THPTDL Hermann Gmeiner Đà Nẵng
10838,3258,Trường THPT ly thuong kiet,Trường THPT Lý Thường Kiệt
10839,585,Đại Học Công Nghệ Sài Gòn,Đại Học Công Nghệ Sài Gòn
10840,11104,"Foreign Trade University, Hanoi",Trường Đại học Ngoại thương
10841,2514,tt dn gdtx huyen muong khuong,TT DN-GDTX huyện Mường Khương
10842,13853,Trung Cấp Dược Y Hải Phòng,Trường Cao Đẳng Y tế Hải Phòng
10843,537,Đại Học Tây Đô,Đại Học Tây Đô
10844,4315,trung tam gdnn gdtx gio linh,TT GDNN-GDTX Gio Linh
10845,547,Đại học Luật - Đại Học Huế,Đại học Luật - Đại Học Huế
10846,2252,Trường THPT cat ba,Trường THPT Cát Bà
10847,10811,dh lao dong xa hoi co so 2,Trường Đại học Lao động - Xã hội
10848,14415,Trường THPT Uông Bí,Trường THPT Uông Bí
10849,1430,cao dang cong nghiep 4 go vap,Đại học Công nghiệp TP.HCM
10850,616,Học Viện Hàng Không Việt Nam,Học Viện Hàng Không Việt Nam
10851,9344,Trường THPT Đông Sơn 2,Trường THPT Đông Sơn 2
10852,7840,Truong cao  Dang Y Duoc Hong Duc,Trường Cao Đẳng Y dược Hồng Đức
10853,9742,Đại học y phú thọ,Trường Cao Đẳng Y tế Phú Thọ
10854,11790,Cao Đẳng Công Nghiệp Thanh Hóa,Trường Cao Đẳng nghề công nghiệp Thanh Hoá
10855,341,HLU,Đại Học Luật Hà Nội
10856,8643,pho thong huynh thuc khang,Trường THPT Phan Huy Chú - Đống Đa
10857,6352,Trường THPT thanh tan,Trường THPT Thạnh Tân
10858,9105,ĐH Kĩ thuật công nghiệp,Trường Đại học Kinh tế Kỹ thuật Công nghiệp 
