index,text,cleaned_text
27267,THPT Yen lang,THPT Yên Lãng
27268,Trường THPT Yên Mô A,THPT Yên Mô A
27269,THPT Yên Mô A,THPT Yên Mô A
27270,Trường THPT Yên Mô A,THPT Yên Mô A
27271,THPT Yen Mo A,THPT Yên Mô A
27272,"THPT Yên Mô A, Ninh Bình",THPT Yên Mô A
27273,trung học Phổ thông Yên Mô B,THPT Yên Mô B
27274,THPT Yên Mô B,THPT Yên Mô B
27275,Trường THPT Yên Mô B - Ninh Bình,THPT Yên Mô B
27276,Yen mo b njh bjnh,THPT Yên Mô B
27277,THPT Yên Mô B,THPT Yên Mô B
27278,THPT Yên Mỹ,THPT Yên Mỹ
27279,Trường THPT Yên Mỹ,THPT Yên Mỹ
27280,THPT Yên Ninh,THPT Yên Ninh
27281,Trường THPT Yên Phong 2,THPT Yên Phong 2
27282,Trường THPT Yên Phong Số 2,THPT Yên Phong 2
27283,Trường THPT Yên Phong Số 1 - Bắc Ninh,THPT Yên Phong số 1
27284,THPT YênPhong 1,THPT Yên Phong số 1
27285,Trung học phổ thông Yên Phong số 1,THPT Yên Phong số 1
27286,THPT Yên Phong 1,THPT Yên Phong số 1
27287,THPT Yên Phong I,THPT Yên Phong số 1
27288,THPT Yên Thành II,THPT Yên Thành 2
27289,thpt yên thành 2,THPT Yên Thành 2
27290,Trường THPT Yên Thành 2,THPT Yên Thành 2
27291,truong trung hoc pho thong yen thanh 3,THPT Yên Thành 2
27292,thpt yên thành 3,THPT Yên Thành 3
27293,Trường THPT Yên Thành 3,THPT Yên Thành 3
27294,THPT Yên Thế - Bắc Giang,THPT Yên Thế
27295,Trường THPT YÊN THẾ,THPT Yên Thế
27296,Cựu HSSV Trường THPT Yên Thủy A,THPT Yên Thuỷ A
27297,THPT Yên Thủy A,THPT Yên Thuỷ A
27298,THPT Yên thủy B,THPT Yên Thủy B- Hòa Bình
27299,truong trung hoc pho thong yen thuy b,THPT Yên Thủy B- Hòa Bình
27300,THPT Yên Viên,THPT Yên Viên
27301,THPT Yersin Đà Lạt,THPT Yersin Đà Lạt
27302,THPT Yersin Đà Lạt,THPT Yersin Đà Lạt
27305,trung cap cong nghe thong tin,TC ICT
27306,Trường THPT Nguyễn Huệ ,THPT Nguyễn Huệ
27307,Trường Đại Học Mở Hà Nội tại Đà Nẵng,ĐH Mở Hà Nội
27308,Viện Đại Học Vạn Hạnh,ĐH Vạn Hạnh
27309,dai hoc van hanh,ĐH Vạn Hạnh
27310,Viện Đại học Vạn Hạnh Sài Gòn,ĐH Vạn Hạnh
27311,vinacomin,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam
27312,Cao dang cong nghiep viet duc-thai nguyen,CĐ Công nghiệp Việt Đức
27313,Trung cap nghe giao thong co dien quang ninh.,CĐ Giao Thông Quảng Ninh
27314,Cao Dang Nghe Tphcm,CĐ Nghề TP.HCM
27315,Van Hoa Nghe Thuat Nam Dinh,CĐ Văn hóa Nghệ thuật và Du Lịch Nam Định
27316,Canh Sat vu trang T45,CĐ Cảnh Sát Nhân Dân 1
27317,trung cap canh sat nd 2,CĐ Cảnh Sát Nhân Dân 1
27318,Trug cap CSND II,CĐ Cảnh Sát Nhân Dân 2
27319,Cao Dang Nghe Co Dien Ha Noi,CĐ Cơ Điện Hà Nội
27320,Trường Cao Đẳng Nghề Cơ Điện Hà Nội,CĐ Cơ Điện Hà Nội
27321,Hội sinh viên Trường Cao Đẳng Cơ điện và Nông nghiệp Nam Bộ,CĐ Cơ Điện Và Nông Nghiệp Nam Bộ
27322,CĐ Cơ Điện và Thủy Lợi,CĐ Cơ điện và Thủy lợi
27323,Truong CD Co Dien Va Thuy Loi,CĐ Cơ điện và Thủy lợi
27324,CDN Cơ điện và Thủy Lợi,CĐ Cơ điện và Thủy lợi
27325,cao dang luyen kim,CĐ Cơ khí - Luyện kim Thái Nguyên
27326,Truong cd co khi luyen kim thai nguyen,CĐ Cơ Khí Luyện Kim
27327,Cao Đẳng Nghề Cơ Khí Nông Nghiệp,CĐ cơ khí nông nghiệp
27328,CĐ Nghề Cơ Khí Nông Nghiệp,CĐ cơ khí nông nghiệp
27329,CD_nghề cơ khí nông nghiệp,CĐ cơ khí nông nghiệp
27330,Trường Cao Đẳng Cộng đồng Bình Thuận,CĐ Cộng Đồng Bình Thuận
27331,Trường Cao Đẳng sư phạm hưng yên,CĐ Cộng Đồng Hưng Yên
27332,lilama2,CĐ Công Nghệ Quốc Tế Lilama 2
27333,Thuđưc college of technology,CĐ Công nghệ Thủ Đức
27334,truong cao dang kinh te ki thuat vinatex,CĐ Công Nghệ TP.HCM
27335,Cao Đẳng Ladec Long An,CĐ Công nghệ và Du Lịch
27336,Cao Dang An Moi,CĐ Công nghệ và Môi Trường Hà Nội
27337,Cao Đẳng Công nghệ và Quản trị Sonadezi,CĐ Công nghệ và Quản trị Sonadezi
27338,cd thuy loi mien trung,"CĐ Công nghệ, Kinh tế và Thủy lợi"
27339,CĐ Điện công nghiệp cẩm phả,CĐ Công nghiệp Cẩm Phả
27340,CDCN HOA CHAT,CĐ Công nghiệp Hóa chất
27341,cao dang hoa chat,CĐ Công nghiệp Hóa chất
27342,CĐCNHY,CĐ Công nghiệp Hưng Yên
27343,Cdcn nam djh,CĐ Công nghiệp Nam Định
27344,Cao đẳng công nghiệp quốc phòng,CĐ Công nghiệp Quốc phòng
27345,Trường công nghiệp quốc phòng,CĐ Công nghiệp Quốc phòng
27346,Trường CĐCN Sao Đỏ,CĐ Công Nghiệp Sao Đỏ
27347,Cao dang cong nghiep phuc yen,CĐ Công nghiệp và Thương mại
27348,Trường Cao Đẳng Công Nghiệp Và Xây Dựng - TP Uông Bí -...,CĐ Công nghiệp và Xây dựng
27349,trung hoc cong nghiep tuy hoa,CĐ Công Thương Miền Trung
27350,cđ công nhgiệp tuy hòa,CĐ Công Thương Miền Trung
27351,CĐ Công thương Tp.HCM,CĐ Công Thương TP.HCM
27352,Cao Đẳng Công Thương thành phố Hồ Chí Minh,CĐ Công Thương TP.HCM
27353,Trung cấp Đại Việt thành phố Cần Thơ,CĐ Đại Việt thành phố Cần Thơ
27354,cao dang may lanh,CĐ Điện Tử - Điện Lạnh Hà Nội
27355,CD DT-DL HA NOI,CĐ Điện Tử - Điện Lạnh Hà Nội
27356,Trường Cao Đẳng Điện tử - Điện lạnh Hà Nội,CĐ Điện Tử - Điện Lạnh Hà Nội
27357,Trường Cao Đẳng dl ktkt đông du đà nẵng,CĐ Đông Du
27358,truong trung cap du lich da lat,CĐ Du Lịch Đà Lạt
27359,cao đẳng nghề du lich đà lạt,CĐ Du Lịch Đà Lạt
27360,cao dang du ljch,CĐ Du Lịch Hà Nội
27361,CĐ Du Lịch Hà Nội,CĐ Du Lịch Hà Nội
27362,Cao Đẳng nghiệp vụ du lịch Hải Phòng,CĐ Du Lịch Hải Phòng
27363,Cao Đẳng Du Lịch Huế,CĐ Du Lịch Huế
27364,Hue Tuorism school,CĐ Du Lịch Huế
27365,CDDL Vung Tau,CĐ Du Lịch Vũng Tàu
27366,CD nghề Du Lịch Vũng Tàu,CĐ Du Lịch Vũng Tàu
27367,Trường Trung Cấp Đường sắt k29tl,CĐ Đường sắt
27368,Học Viện Đường Sắt - Cao Đẳng Nghề Đường Sắt Gia Lâm - Hà Nội,CĐ Đường sắt
27369,Học viện đường sắt,CĐ Đường sắt
27370,Trường Cao Đẳng Giao Thông Vận Tải HN,CĐ Giao Thông Vận Tải
27371,Cao Đẳng gtvt miên trung,CĐ Giao Thông Vận Tải
27372,Cao Dang GTVT TPHCM,CĐ Giao Thông Vận Tải TP.HCM
27373,Cao Đẳng Hàng Hải 1 hp,CĐ Hàng Hải 1
27374,Cao dang hang hai.hp,CĐ Hàng Hải 1
27375,Hằng Hải II Tp Hồ Chí Minh,CĐ Hàng hải 2
27376,Cao dang tai chinh ke toan,CĐ Kế toán Hà Nội
27377,CD Kinh Te Ky Thuat Thai Nuyen,CĐ Kinh Tế - Kỹ Thuật - ĐH Thái Nguyên
27378,Cao Đẳng Kinh Tế - Kĩ Thuật - ĐH Thái Nguyên,CĐ Kinh Tế - Kỹ Thuật - ĐH Thái Nguyên
27379,Kinh Te-Ki Thuat Bac Lieu,CĐ Kinh Tế - Kỹ Thuật Bạc Liêu
27380,CD Ky Thuat CT,CĐ Kinh tế - Kỹ thuật Cần Thơ
27381,TRUNG HOC KINH TE KI THUAT LAM DONG,CĐ Kinh tế - Kỹ thuật Lâm Đồng
27382,cd kjh te-ky thuat thuong maj,CĐ Kinh tế - Kỹ thuật Thương mại
27383,CD Kinh te ky thuat va thuong mai,CĐ Kinh tế - Kỹ thuật Thương mại
27384,ĐH KTDN,CĐ Kinh Tế Đối Ngoại
27385,Truong trung cap kinh te ki thuat Tay Ninh,CĐ Kinh tế Kỹ thuật Tây Ninh
27386,Cao đẳng kinh tế_ kỹ thuật Phú Lâm Q6,CĐ Kinh tế Kỹ thuật TP.HCM
27387,Trường Cao đẳng Kinh tế Kỹ thuật Trung ương,CĐ Kinh tế Kỹ thuật Trung ương
27388,Cao Dang Kinh Te Tp.Ho Chi Minh,CĐ Kinh Tế TP.HCM
27389,Trung cấp Thuỷ sản,"CĐ Kinh Tế, Kỹ Thuật và Thủy Sản"
27390,Truongcaodangkythuatcongnghe_tphcm,CĐ Kỹ Nghệ 2
27391,CD NGHE KTCN TPHCM,CĐ Kỹ Nghệ 2
27392,cao đẳng ngề sơn la,CĐ Kỹ thuật công nghệ Sơn La
27393,Cao Đẳng KTCN Việt Nam-Hàn Quốc,CĐ Kỹ Thuật Công Nghiệp Việt Nam - Hàn Quốc
27394,Cd nghe dak lak,CĐ Kỹ thuật Đắk Lắk
27395,Cao Dang Ky Thuat Cong Nghe Dong Nai,CĐ Kỹ Thuật Đồng Nai
27396,Trường Cao Đẳng Kĩ Thuật Đồng Nai,CĐ Kỹ Thuật Đồng Nai
27397,Cđ lương thực thực phẩm (CFI),CĐ Lương thực - Thực phẩm
27398,Trường Cao Đẳng Lương thực - Thực phẩm,CĐ Lương thực - Thực phẩm
27399,CD Luong Thuc Thuc Pham Da Nang,CĐ Lương thực - Thực phẩm
27400,Cao đẵng kĩ thuật lí tự trọng,CĐ Lý Tự Trọng TP.HCM
27401,truong cao dang nghe ly tu trong,CĐ Lý Tự Trọng TP.HCM
27402,Trường Cao Đẳng Kinh Tế Kĩ Thuật Miền Nam,CĐ Miền Nam
27403,CD Kinh Te _ Ky Thuat Mien Nam,CĐ Miền Nam
27404,Cao Đẳng Kinh tế - Kỹ thuật Miền Nam,CĐ Miền Nam
27405,ĐH NGHỀ TP CANTHO,CĐ Nghề Cần Thơ
27406,Trung cấp Điện Phú Thọ,CĐ Nghề Cơ điện Phú Thọ
27407,Trường CĐ kinh tế -kỹ thuật Phú Lâm,CĐ Nghề công nghệ kinh tế và chế biến lâm sản
27408,Cao đẳng nghề hb,CĐ Nghề Công nghiệp Hà Nội
27409,Truong cao dang nghe cong nghiep ha noi,CĐ Nghề Công nghiệp Hà Nội
27410,Cao dang nghe cong nghiep viet bac - ViNaComin,CĐ Nghề công nghiệp Việt Bắc
27411,Trường Cao Đẳng Nghề Dầu Khí,CĐ Nghề Dầu Khí
27412,cao danh kinh te kj thuat nghe so 1 nghe an,CĐ Nghề Kinh Tế Kỹ Thuật 1
27413,CaodangLilama,CĐ Nghề Lilama-1
27414,caodangdaynghethainguyen,CĐ Nghề số 1
27415,truong cao danh nghe so1 BQO,CĐ Nghề số 1
27416,Truong cao dang nghe so 2 bo quoc phong,CĐ Nghề Số 2
27417,cd nge 20 BQP,CĐ Nghề số 2
27418,Cao dang nghe so3,CĐ Nghề Số 3
27419,Trường Cao Đẳng Nghề Số 8,CĐ Nghề số 8
27420,cao dang viet xo,CĐ Nghề Việt Xô 1
27421,Cao Dang Cong nghiep Nam Bo,CĐ nông nghiệp Nam Bộ
27422,CĐ Phương Đông Đà Nẵng,CĐ Phương Đông Đà Nẵng
27423,kinh te ki thuat quang nam,CĐ Quảng Nam
27424,CD su pham brvt,CĐ Sư phạm Bà Rịa-Vũng Tàu
27425,Cao đẳng sư phạm mầm non bà rịa vũng tàu,CĐ Sư phạm Bà Rịa-Vũng Tàu
27426,Cdspdalat,CĐ Sư phạm Đà Lạt
27427,Truong cao dang su pham Ha Tay,CĐ Sư Phạm Hà Tây
27428,Cao dang su pham hải dương,CĐ sư phạm hải dương
27429,CDSP HAI DUONG,CĐ sư phạm hải dương
27430,Cao dang su pham h0a binh,CĐ Sư phạm Hòa Bình
27431,Truog cao dang su pham hoa binh,CĐ Sư phạm Hòa Bình
27432,Cao Đẳng Sư Phạm Huế,CĐ Sư phạm Huế
27433,Truong CĐSP Thua Thien Hue,CĐ Sư phạm Huế
27434,CĐSP Kiên Giang,CĐ Sư Phạm Kiên Giang
27435,Kon Tum College of Education,CĐ Sư Phạm KonTum
27436,Su Pham ls,CĐ Sư phạm Lạng Sơn
27437,Truơng cdsp Nam Đinh,CĐ Sư phạm Nam Định
27438,Cao Đẳng Sư Phạm Nghệ Anp,CĐ Sư phạm Nghệ An
27439,Trường Cao Đẳng Sư Phạm Ngô Gia Tự,CĐ sư phạm Ngô Gia Tự
27440,Cao Đẳng Ngô Gia Tự Bắc Giang,CĐ sư phạm Ngô Gia Tự
27441,Cao Đẳng ngô gia tự,CĐ sư phạm Ngô Gia Tự
27442,Cao dang su pham quang ninh,CĐ Sư Phạm Quảng Ninh
27443,Cao dang su pham Quang Tri,CĐ sư phạm Quảng Trị
27444,Trường CĐSP Sóc Trăng,CĐ Sư Phạm Sóc Trăng
27445,Trường CĐSP Thái Bình,CĐ Sư phạm Thái Bình
27446,Cao Đẳng sư phạm thái bình,CĐ Sư phạm Thái Bình
27447,Trường su pham Thái Bình,CĐ Sư phạm Thái Bình
27448,Truong Cao Đăng Siêu Phạm Ăn Chơi,CĐ Sư phạm Trung ương
27449,Cao Đẳng sư phạm Trung ương HN,CĐ Sư phạm Trung ương
27450,CĐSP NT,CĐ Sư phạm Trung ương
27451,CĐ TW HN,CĐ Sư phạm Trung ương
27452,Sư Phạm Nha Trang,CĐ Sư Phạm Trung ương Nha Trang
27453,Cao dang Su Pham Nha Trang - Khanh Hoa,CĐ Sư Phạm Trung ương Nha Trang
27454,Cao Đẳng tài chính kế toán IV,CĐ Tài Chính Kế Toán 4
27455,College of Commerce & Tourism,CĐ Thương mại và Du Lịch Hà Nội
27456,Cd thuong maj va du lich ha noj,CĐ Thương mại và Du Lịch Hà Nội
27457,Trường Cao Đẳng Thương Mại Du Lịch Hà Nội,CĐ Thương mại và Du Lịch Hà Nội
27458,Cao Đẳng thương mại và du lịch,CĐ Thương mại và Du Lịch Hà Nội
27459,Cao Đẳng Truyền Hình - Thường Tín,CĐ Truyền hình
27460,"van hoa nghe thuat nha trang, khanh hoa",CĐ Văn Hóa Nghệ Thuật Du Lịch Nha Trang
27461,VHNT VINH,CĐ Văn hóa Nghệ thuật Nghệ An
27462,Trường Cao Đẳng VHNT Nghệ An,CĐ Văn hóa Nghệ thuật Nghệ An
27463,Trường Cao Đẳng VHNT Việt Bắc,CĐ Văn hóa Nghệ thuật Việt Bắc
27464,Cao Dang xay Dung,CĐ Xây dựng 1
27465,Cao Đẳng. sây dung hà nội,CĐ Xây dựng 1
27466,Đai Học Xây Dưng Công Trình Dô Thị,CĐ Xây dựng Công trình Đô Thị
27467,Trung cap y duoc hop,CĐ Y Dược Hợp Lực
27468,Trường Cao Đẳng Dược Hà Nội,CĐ Y Dược Pasteur Hà Nội
27469,Cao Dang An Bam,CĐ Y Dược Tuệ Tĩnh Hà Nội
27470,trung cap y te ag,CĐ y tế An Giang
27471,CĐYT Bac Lieu,CĐ Y tế Bạc Liêu
27472,Cao Đẳng Y TẾ BẮC NINH,CĐ Y tế Bắc Ninh
27473,Trường cdyt binh duong,CĐ Y Tế Bình Dương
27474,CD y te Binh phuoc,CĐ Y tế Bình Phước
27475,TCYT BINH PHUOC,CĐ Y tế Bình Phước
27476,cdyt can tho,CĐ Y tế Cần Thơ
27477,Trường Cao Dang YTe Can Tho,CĐ Y tế Cần Thơ
27478,Cao Đẳng Y Dược - Trường Cao Đẳng y tế Cần Thơ - Cần Thơ University,CĐ Y tế Cần Thơ
27479,CD Y Te Dang Thuy Tram,CĐ Y tế Đặng Thùy Trâm
27480,Trường  cao đẳng y tế điện biên,CĐ Y Tế Điện Biên
27481,CYD,CĐ Y Tế Đồng Nai
27482,cao đảng y tế hà đông,CĐ Y tế Hà Đông
27483,truong cd y te ha nam,CĐ Y tế Hà Nam
27484,Truong trung cap y duoc ha nam,CĐ Y tế Hà Nam
27485,Trường Cao Đẳng Y Tế Hà Nội,CĐ Y tế Hà Nội
27486,Trung Cấp Dược Y Hải Phòng,CĐ Y tế Hải Phòng
27487,cao đẵng y dược huế,CĐ Y tế Huế
27488,Truong cd y te hung yen,CĐ Y Tế Hưng Yên
27489,cđ y khánh hòa,CĐ Y tế Khánh Hòa
27490,Trường Cao Đẳng Y Ninh Bình,CĐ Y tế Ninh Bình
27491,Cao Đẳng yte quảng nam,CĐ Y tế Quảng Nam
27492,Truong cao dang y te quang nam,CĐ Y tế Quảng Nam
27493,Cđ y tê quang nam,CĐ Y tế Quảng Nam
27494,Trường Cao Đẳng Y tế Sơn La,CĐ Y Tế Sơn La
27495,Tcdyt thai nguyen,CĐ Y tế Thái Nguyên
27496,Trường Chính trị tỉnh Hà Nam,Chính Trị Hà Nam
27498,Dai hoc cong nghie thuc pham,ĐH Công nghiệp Thực phẩm TP.HCM
27499,Đại học Công nghiệp Thực phẩm Tp.HCM,ĐH Công nghiệp Thực phẩm TP.HCM
27500,ĐH Công Nghiệp Thực Phẩm HCM,ĐH Công nghiệp Thực phẩm TP.HCM
27501,Truong Cao Dang Cong Nge Thuc Pham Tp.HCM,ĐH Công nghiệp Thực phẩm TP.HCM
27502,Kinh Tế kỹ thuật Nam Định,ĐH Kinh tế - Kỹ thuật Công nghiệp
27503,Dai Hoc Su pham Da Nang,ĐH Sư Phạm - ĐH Đà Nẵng
27504,su pham thai nguyen,ĐH Sư phạm Thái Nguyên
27505,Dh spham thai nguyen,ĐH Sư phạm Thái Nguyên
27506,Khoa Dược - Đại học Y Dược TP.HCM,ĐH Y Dược TP.HCM
27508,"Dai hoc ba ria, Vung Tau",ĐH Bà Rịa - Vũng Tàu
27509,Đại Học Bách Khoa - Đại Học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
27510,Đại học Bách Khoa HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
27511,Đại học Bách Khoa TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
27512,Trường Đại học Bách khoa Thành phố Hồ Chí...,ĐH Bách khoa - ĐH Quốc gia TP.HCM
27513,Politechnic University of Ho chi Minh City,ĐH Bách khoa - ĐH Quốc gia TP.HCM
27514,Đại Hộc Bách Khoa,ĐH Bách khoa Hà Nội
27515,Bách Khoa Hà Nôi,ĐH Bách khoa Hà Nội
27516,Hà Nội 工科大学 <ĐH Bách Khoa HN>,ĐH Bách khoa Hà Nội
27517,Trường Đại học Bách Khoa Hà Nội,ĐH Bách khoa Hà Nội
27518,ĐH Bách Khoa Hà Nội,ĐH Bách khoa Hà Nội
27519,Truong đai hoc bach khoa ha noi,ĐH Bách khoa Hà Nội
27520,Technische Universität Hanoi,ĐH Bách khoa Hà Nội
27521,Bac khoa han nồi,ĐH Bách khoa Hà Nội
27522,ĐAI HỌC BÌNH DƯƠNG,ĐH Bình Dương
27523,Đại Học cảnh sát nhân dân Tp.Hồ Chí Minh,ĐH Cảnh sát Nhân dân
27524,Trường Đại Học Công Đoàn - Đống Đa - Hà Nội,ĐH Công Đoàn
27525,Trường Đại học Công đoàn,ĐH Công Đoàn
27526,Đh Công nghệ thông tin ĐHQG Hà Noi,ĐH Công nghệ - ĐH Quốc gia Hà Nội
27527,DH CNTT Thái Nguyên,ĐH Công nghệ Thông tin & Truyền thông Thái Nguyên
27528,Truong Dai Hoc Cong Nghe Thong Tin TPHCM,ĐH Công nghệ Thông tin ĐHQG TP.HCM
27529,Cao Đẳng Công Nghệ Thông Tin Việt - Hàn,ĐH Công nghệ Thông tin và Truyền thông Việt - Hàn
27530,HUTECH - Trường Đại học Công nghệ TP.HCM,ĐH Công nghệ TP.HCM
27531,Cao đẳng công nghiệp dệt may thời trang hà nội,ĐH Công Nghiệp Dệt May Hà Nội
27532,Truong cđ công nghiệp dệt may thời trang Hà Nội,ĐH Công Nghiệp Dệt May Hà Nội
27533,Cựu Sinh Viên Đại Học Công Nghiệp Hà Nội,ĐH Công nghiệp Hà Nội
27534,Cao Đẵng Công Nghiệp TP.HCM,ĐH Công nghiệp TP.HCM
27535,dai hoc cong ngiep tphcm,ĐH Công nghiệp TP.HCM
27536,Dh cntphcm,ĐH Công nghiệp TP.HCM
27537,cong nhiep 4,ĐH Công nghiệp TP.HCM
27538,Industrial Univercity of Hochiminh City,ĐH Công nghiệp TP.HCM
27539,Dai Hoc Cong Nghiep TPHCM (HUI),ĐH Công nghiệp TP.HCM
27540,Trường Đại Học CN TP Hồ Chí Minh,ĐH Công nghiệp TP.HCM
27541,Đại học Công nghiệp Tp.HỒ,ĐH Công nghiệp TP.HCM
27542,Truong Dhcn Viet Tri,ĐH Công Nghiệp Việt Trì
27543,DHCN VINH,ĐH Công Nghiệp Vinh
27544,Đại học Đà Lạt,ĐH Đà Lạt
27545,Dickinson College,ĐH Dickinson
27546,ĐH Điện Lực HN,ĐH Điện Lực
27547,EPU,ĐH Điện Lực
27548,Đai Hoc Điêu Dương Nam Đinh,ĐH Điều dưỡng Nam Định
27549,Truongdaihocdongthap,ĐH Đồng Tháp
27550,Daj hok gja djnh,ĐH Gia Định
27551,ĐH Giao thông sắt bộ,ĐH Giao thông Vận tải
27552,DH GTVT,ĐH Giao thông Vận tải
27553,University of Transport and Communication Hanoi,ĐH Giao thông Vận tải
27554,Dh gjao thong van taj,ĐH Giao thông Vận tải
27555,truong dai hoc Ha tinh,ĐH Hà Tĩnh
27556,Trường ĐH Hà Tĩnh,ĐH Hà Tĩnh
27557,hai phong univercity,ĐH Hải Phòng
27558,Đại Học Hàng Hải,ĐH Hàng hải Việt Nam
27559,maritime univesity,ĐH Hàng hải Việt Nam
27560,Dai hok hang hai,ĐH Hàng hải Việt Nam
27561,Havart univesity,ĐH Harvard
27562,Trường Đại Học Hoa Lư Ninh Binh,ĐH Hoa Lư
27563,Đại Học Hồng Đức,ĐH Hồng Đức
27564,Đại học Hồng Đức - Thanh hoá,ĐH Hồng Đức
27565,dai hoc khoa hoc thai nguyen,ĐH Khoa học
27566,ĐH khoa học thái nguyên,ĐH Khoa học
27567,khoa hoc tu nhien hn,ĐH Khoa học Tự nhiên - ĐH Quốc gia Hà Nội
27568,Đại Học KHTN-ĐHQG Hà Nội,ĐH Khoa học Tự nhiên - ĐH Quốc gia Hà Nội
27569,University of Science TPHCM,ĐH Khoa học Tự nhiên - ĐH Quốc Gia TP.HCM
27570,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc...,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
27571,xh va nhan van,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
27572,dai hoc khoa hoc xa hoi va nhan,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
27573,HN USSH,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
27574,KHXH Nhan Van,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
27575,DH Khoa học xã hội và nhân văn Tp. HCM,ĐH Khoa học Xã hội và Nhân văn – ĐH Quốc gia TP.HCM
27576,Kiến Trúc HN,ĐH Kiến trúc Hà Nội
27577,Hanoi Architecture Univercity,ĐH Kiến trúc Hà Nội
27578,Ha Noi University of Business and Technogogy ( HUBT),ĐH Kinh doanh và Công nghệ Hà Nội
27579,dai hoc kinh doanh va cong gnhe ha noi,ĐH Kinh doanh và Công nghệ Hà Nội
27580,Da Nang University of Economics,ĐH Kinh tế - ĐH Đà Nẵng
27581,DaNang Univerisy of Economics,ĐH Kinh tế - ĐH Đà Nẵng
27582,dai hoc kinh te da nang,ĐH Kinh tế - ĐH Đà Nẵng
27583,Truong Ky Thuat Binh Duong,ĐH Kinh tế - Kỹ Thuật Bình Dương
27584,ĐH Kinh Tế Công Nghiệp Long An,ĐH Kinh tế Công nghiệp Long An
27585,DHkinh te ky thuat cong nghiep,ĐH Kinh tế Kỹ thuật Công nghiệp
27586,kinh ke ky thuat cong nghiep,ĐH Kinh tế Kỹ thuật Công nghiệp
27587,ĐH Kinh Tế Công Nghệ,ĐH Kinh tế Kỹ thuật Công nghiệp
27588,Đại học Kinh Tế - Kĩ thuật,ĐH Kinh tế Kỹ thuật Công nghiệp
27589,Đại Học Kinh Tế Nagoya,ĐH Kinh tế Nagoya
27590,Trường kinh tế tp vinh,ĐH Kinh Tế Nghệ An
27591,Trường Đại học Kinh tế Quốc dân - NEU,ĐH Kinh Tế Quốc Dân
27592,truong dh kinh te quoc dan,ĐH Kinh Tế Quốc Dân
27593,National Economics University of Hanoi (NEU),ĐH Kinh Tế Quốc Dân
27594,HGU School of Management and Economics,ĐH Kinh Tế Quốc Dân
27595,National Economics Univercity,ĐH Kinh Tế Quốc Dân
27596,Đại học kinh tê tp hcm,ĐH Kinh tế TP.HCM
27597,dai hoc kinh te tphcm,ĐH Kinh tế TP.HCM
27598,dai hoc kinh te tphcm,ĐH Kinh tế TP.HCM
27599,TRUONG CAO DANG KINH TE TAI CHANH VINH LONG,ĐH Kinh tế TP.HCM
27600,University of Economic Tueba,ĐH Kinh tế và Quản trị kinh doanh - ĐH Thái Nguyên
27601,Trường ĐHKT Thái Nguyên,ĐH Kinh tế và Quản trị kinh doanh - ĐH Thái Nguyên
27602,công nghiệp thái nguyên,ĐH Kỹ Thuật Công Nghiệp
27603,DAI HOC KI THUAT CONG NGHIEP THAI  NGHUYEN,ĐH Kỹ Thuật Công Nghiệp
27604,dh ktyt hai duong,ĐH Kỹ thuật Y tế Hải Dương
27605,DH y te ki thuat HD,ĐH Kỹ thuật Y tế Hải Dương
27606,Trường ĐH kĩ thuật y tế Hải Dương,ĐH Kỹ thuật Y tế Hải Dương
27607,Trường Đại học Dân lập Lạc Hồng,ĐH Lạc Hồng
27608,daj hoc lac hong,ĐH Lạc Hồng
27609,Dai hoc lam ngkjep,ĐH Lâm nghiệp
27610,Truong dai hoc tao lao,ĐH Lao động - Xã hội
27611,Đh Lao động xã hội cs2,ĐH Lao động Xã hội
27612,ULSA2,ĐH Lao động Xã hội
27613,"HaNoi Law University""10",ĐH Luật Hà Nội
27614,Trường ĐH Luật TP. Hồ Chí Minh,ĐH Luật TP.HCM
27615,Đại Học Luật Tp Hồ Chí Minh,ĐH Luật TP.HCM
27616,Dai hoc luât TpHcm,ĐH Luật TP.HCM
27617,Đại học Luật TP.HCM,ĐH Luật TP.HCM
27618,ĐHMĐC,ĐH Mỏ - Địa chất
27619,Đại Học Mỏ - Địa Chất,ĐH Mỏ - Địa chất
27620,Viện Đại Học Mở Hà Nội '10,ĐH Mở Hà Nội
27621,Viện Đại Học Mở Hà Nội,ĐH Mở Hà Nội
27622,Viện Đại Học Mở Hà Nội,ĐH Mở Hà Nội
27623,Hà Nội Open U,ĐH Mở Hà Nội
27624,Hồ Chí Minh Open University,ĐH Mở TP.HCM
27625,ĐH mở thành phố Hồ Chí Minh,ĐH Mở TP.HCM
27626,Đại Học Mỹ Thuật Công Nghiệp Hà Nội .,ĐH Mỹ thuật Công nghiệp
27627,University of Industrial Fine Arts,ĐH Mỹ thuật Công nghiệp
