Unnamed: 0,index,text,normed_text,lower_text,lower_normed_text
10504,5059,Trường THPT nguyen du bao loc,Trường THPT Nguyễn Du - Bảo Lộc,trường thpt nguyen du bao loc,trường thpt nguyễn du - bảo lộc
10505,7897,University of Science HCMC,Trường Đại học Khoa học Tự nhiên - Đại học Quốc Gia TP.HCM,university of science hcmc,trường đại học khoa học tự nhiên - đại học quốc gia tp.hcm
10506,10030,Đại học Thái Bình Dương,Trường Đại học Thái Bình Dương ,đại học thái bình dương,trường đại học thái bình dương 
10507,9746,ĐH Ngoại Ngữ - ĐH Đà Nẵng,Trường Đại học Ngoại ngữ - Đại học Đà Nẵng,đh ngoại ngữ - đh đà nẵng,trường đại học ngoại ngữ - đại học đà nẵng
10508,3159,trung tam gdnn gdtx van don x ha long huyen van don,"TT GDNN-GDTX Vân Đồn X. Hạ Long, Huyện Vân Đồn",trung tam gdnn gdtx van don x ha long huyen van don,"tt gdnn-gdtx vân đồn x. hạ long, huyện vân đồn"
10509,12841,Truog cao dang su pham hoa binh,Trường Cao Đẳng Sư phạm Hòa Bình,truog cao dang su pham hoa binh,trường cao đẳng sư phạm hòa bình
10510,6645,truong cao dang nghe so 8,Trường Cao Đẳng nghề Số 8,truong cao dang nghe so 8,trường cao đẳng nghề số 8
10511,415,Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia Hà Nội,Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia Hà Nội,đại học khoa học tự nhiên – đại học quốc gia hà nội,đại học khoa học tự nhiên – đại học quốc gia hà nội
10512,1224,truong cao dang su pham tw ii nha trang,Cao Đẳng Sư phạm Trung ương - Nha Trang,truong cao dang su pham tw ii nha trang,cao đẳng sư phạm trung ương - nha trang
10513,8961,Trường THPT Phú Bình - Thái Nguyên,Trường THPT Phú Bình,trường thpt phú bình - thái nguyên,trường thpt phú bình
10514,3921,Trường THPT nong cong 3,Trường THPT Nông Cống 3,trường thpt nong cong 3,trường thpt nông cống 3
10515,13693,Trường:Trường THPT số 3 phù cát,Trường THPT Số 3 Phù Cát,trường:trường thpt số 3 phù cát,trường thpt số 3 phù cát
10516,3732,Trường THPT tran thi dung,Trường THPT Trần Thị Dung,trường thpt tran thi dung,trường thpt trần thị dung
10517,180, University of Economics & Laws ,Đại Học Kinh tế – Luật, university of economics & laws ,đại học kinh tế – luật
10518,6186,Trường THPT tran truong sinh,Trường THPT Trần Trường Sinh,trường thpt tran truong sinh,trường thpt trần trường sinh
10519,13683,TH Cao Ba Quat,Trường THPT Cao Bá Quát,th cao ba quat,trường thpt cao bá quát
10520,5762,Trường THPT chuyen thu khoa nghia,Trường THPT Chuyên Thủ Khoa Nghĩa,trường thpt chuyen thu khoa nghia,trường thpt chuyên thủ khoa nghĩa
10521,5412,Trường THPT nguyen van troi,Trường THPT Nguyễn Văn Trỗi,trường thpt nguyen van troi,trường thpt nguyễn văn trỗi
10522,3084,Trường THPT thong nhat tu 01 01 2020,Trường THPT Thống Nhất,trường thpt thong nhat tu 01 01 2020,trường thpt thống nhất
10523,3571,Trường THPT chuyen bien hoa,Trường THPT Chuyên Biên Hòa,trường thpt chuyen bien hoa,trường thpt chuyên biên hòa
10524,6800,ĐH SP Mĩ thuật Hà Nội,Đại Học Sư Phạm Nghệ Thuật Trung Ương,đh sp mĩ thuật hà nội,đại học sư phạm nghệ thuật trung ương
10525,8547,cd vhnt va dl sg,Trường Cao Đẳng Văn hóa Nghệ thuật và Du lịch Sài Gòn,cd vhnt va dl sg,trường cao đẳng văn hóa nghệ thuật và du lịch sài gòn
10526,11821,university of medicine and phamarcy HCM city,Trường Đại học Y Dược TP.HCM,university of medicine and phamarcy hcm city,trường đại học y dược tp.hcm
10527,2753,Trường THPT bac son,Trường THPT Bắc Sơn,trường thpt bac son,trường thpt bắc sơn
10528,13245,Trường THPT Trần Hưng Đạo - Đăk Mil - Đăk Nông,Trường THPT Trần Hưng Đạo,trường thpt trần hưng đạo - đăk mil - đăk nông,trường thpt trần hưng đạo
10529,10275,Trường THPT huyen cai nuoc,Trường THPT Cái Nước,trường thpt huyen cai nuoc,trường thpt cái nước
10530,13844,Trường THPT Tran Phu Hanoi,Trường THPT Trần Phú,trường thpt tran phu hanoi,trường thpt trần phú
10531,10424,TT GDTX Huyện Thủy Nguyên,TT GDTX Huyện Thủy Nguyên,tt gdtx huyện thủy nguyên,tt gdtx huyện thủy nguyên
10532,1733,Trường THPT minh quang truoc 4 2017,Trường THPT Minh Quang,trường thpt minh quang truoc 4 2017,trường thpt minh quang
10533,2560,Trường THPT dam hong,Trường THPT Đầm Hồng,trường thpt dam hong,trường thpt đầm hồng
10534,2269,trung tam gdtx so 2,TT GDTX số 2,trung tam gdtx so 2,tt gdtx số 2
10535,11175,Trường Đại học Kinh tế Huế - HCE,"Trường Đại học Kinh tế, Đại học Huế",trường đại học kinh tế huế - hce,"trường đại học kinh tế, đại học huế"
10536,12543,Dong Da - Da Lat,Trường THCS-THPT Đống Đa,dong da - da lat,trường thcs-thpt đống đa
10537,10189,HUC - FTU,Trường Đại học Ngoại thương,huc - ftu,trường đại học ngoại thương
10538,113,ĐH Tài chính – Ngân hàng,Đại Học Tài chính – Ngân hàng,đh tài chính – ngân hàng,đại học tài chính – ngân hàng
10539,10402,dại học kinh tế kĩ thuật công nghiệp,Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,dại học kinh tế kĩ thuật công nghiệp,trường đại học kinh tế kỹ thuật công nghiệp 
10540,12745,"Trường THPT Bắc Sơn, Lạng Sơn",Trường THPT Bắc Sơn,"trường thpt bắc sơn, lạng sơn",trường thpt bắc sơn
10541,2487,Trường THPT so 1 huyen bac ha,Trường THPT số 1 huyện Bắc Hà,trường thpt so 1 huyen bac ha,trường thpt số 1 huyện bắc hà
10542,4128,trung cap nghe ha tinh,Trung cấp Nghề Hà Tĩnh,trung cap nghe ha tinh,trung cấp nghề hà tĩnh
10543,12870,Trường Cao Đẳng Nghề Du Lịch Vũng Tàu,Trường Cao Đẳng Du lịch Vũng Tàu,trường cao đẳng nghề du lịch vũng tàu,trường cao đẳng du lịch vũng tàu
10544,9926,Trường Cao Đẳng Nghề Cơ Điện Hà Nội,Trường Cao Đẳng Cơ Điện Hà Nội,trường cao đẳng nghề cơ điện hà nội,trường cao đẳng cơ điện hà nội
10545,2684,thieu sinh quan qk1,Thiếu Sinh Quân QK1,thieu sinh quan qk1,thiếu sinh quân qk1
10546,12122,Trường Đại học Tổng hợp,Đại Học Tổng Hợp Hà Nọi,trường đại học tổng hợp,đại học tổng hợp hà nọi
10547,925,dh le quy don,Học viện Kỹ thuật Quân sự,dh le quy don,học viện kỹ thuật quân sự
10548,13515,Kinh Tế kỹ thuật Nam Định,Trường đại học Kinh tế - Kỹ thuật Công nghiệp ,kinh tế kỹ thuật nam định,trường đại học kinh tế - kỹ thuật công nghiệp 
10549,5311,Trường THPT tay ninh,Trường THPT Tây Ninh,trường thpt tay ninh,trường thpt tây ninh
10550,5145,Trường THPT nguyen chi thanh,Trường THPT Nguyễn Chí Thanh,trường thpt nguyen chi thanh,trường thpt nguyễn chí thanh
10551,5845,Trường THPT nguyen hue,Trường THPT Nguyễn Huệ,trường thpt nguyen hue,trường thpt nguyễn huệ
10552,8739,Trường THPT Bình Thạnh,Trường THPT Bình Thanh,trường thpt bình thạnh,trường thpt bình thanh
10553,11133,Trung học phổ thông hàm yên. tuyên quang,Trường THPT Hàm Yên,trung học phổ thông hàm yên. tuyên quang,trường thpt hàm yên
10554,10219,Trường THPT Chi Lăng - Huế,Trường THPT Chi Lăng,trường thpt chi lăng - huế,trường thpt chi lăng
10555,13034,Trường THPT GANG THEP-THAI NGUYEN,Trường THPT Gang Thép,trường thpt gang thep-thai nguyen,trường thpt gang thép
10556,6579,so gd va dt hau giang,Sở GD và ĐT Hậu Giang,so gd va dt hau giang,sở gd và đt hậu giang
10557,7179,Trường Cao Đẳng Sư Phạm Tỉnh Điện Biên,Cao Đẳng sư phạm Điện Biên,trường cao đẳng sư phạm tỉnh điện biên,cao đẳng sư phạm điện biên
10558,10579,Trường THPT Trần Phú - Vĩnh Yên - Vĩnh Phúc,Trường THPT Trần Phú,trường thpt trần phú - vĩnh yên - vĩnh phúc,trường thpt trần phú
10559,7588,điện công ngiệp,Công nghiệp điện tử,điện công ngiệp,công nghiệp điện tử
10560,14324,"Trường THPT Lê Lợi, Sóc Trăng",Trường TH-THCS-Trường THPT iSchool Sóc Trăng,"trường thpt lê lợi, sóc trăng",trường th-thcs-trường thpt ischool sóc trăng
10561,7388,Trung Học Phổ Thông Nguyễn An Ninh Tân Biên,Trường THPT Nguyễn An Ninh,trung học phổ thông nguyễn an ninh tân biên,trường thpt nguyễn an ninh
10562,1980,th Trường THCS va Trường THPT viet uc,Trường THCS-THPT Việt úc,th trường thcs va trường thpt viet uc,trường thcs-thpt việt úc
10563,8829,Thtp kim động hung yen,Trường THPT Kim Động,thtp kim động hung yen,trường thpt kim động
10564,2615,tt gdnn gdtx loc binh,TT GDNN-GDTX Lộc Bình,tt gdnn gdtx loc binh,tt gdnn-gdtx lộc bình
10565,2665,Trường THPT cho moi,Trường THPT Chợ Mới,trường thpt cho moi,trường thpt chợ mới
10566,13615,Trường THPT Than Uyên,Trường THPT Than Uyên,trường thpt than uyên,trường thpt than uyên
10567,8443,TH LUONG VAN CAN,Trường THPT Lương Văn Can Hà Nội,th luong van can,trường thpt lương văn can hà nội
10568,4748,truong pt dan toc noi tru tinh,Trường THPT Dân tộc Nội trú tỉnh,truong pt dan toc noi tru tinh,trường thpt dân tộc nội trú tỉnh
10569,9224,Chuyên Hoá Tổng Hợp,"Trường THPT chuyên Khoa học Tự Nhiên, ĐHQGHN",chuyên hoá tổng hợp,"trường thpt chuyên khoa học tự nhiên, đhqghn"
10570,5170,Trường THPT loc hiep,Trường THPT Lộc Hiệp,trường thpt loc hiep,trường thpt lộc hiệp
10571,10240,truong Trường THPT nong cong 4,Trường THPT Nông Cống 4,truong trường thpt nong cong 4,trường thpt nông cống 4
10572,6860,"Truong trung hoc pho thong trung vuong , dong da",Trường THPT Trưng Vương,"truong trung hoc pho thong trung vuong , dong da",trường thpt trưng vương
10573,12203,truong pho thong trung hoc ham thuan nam,Trường THPT Lương Thế Vinh,truong pho thong trung hoc ham thuan nam,trường thpt lương thế vinh
10574,7733,Trường Trung cấp kinh tế -kỷ thuật tây ninh,Trường Cao Đẳng Kinh tế Kỹ thuật Tây Ninh,trường trung cấp kinh tế -kỷ thuật tây ninh,trường cao đẳng kinh tế kỹ thuật tây ninh
10575,7321,TT  dạy nghề Long Khánh,TT Dạy Nghề Long Khánh,tt  dạy nghề long khánh,tt dạy nghề long khánh
10576,11188,đại học y hà tĩnh,Trường Cao Đẳng Y Tế Hà Tinh,đại học y hà tĩnh,trường cao đẳng y tế hà tinh
10577,11525,Su pham Da nang,Trường Đaị Học Sư Phạm - ĐHĐN,su pham da nang,trường đaị học sư phạm - đhđn
10578,2790,tt gdnn gdtx huyen van yen,TT GDNN-GDTX Huyện Văn Yên,tt gdnn gdtx huyen van yen,tt gdnn-gdtx huyện văn yên
10579,14367,Truong Trường THPT An Minh-Kien Giang,Trường THPT An Minh,truong trường thpt an minh-kien giang,trường thpt an minh
10580,13547,ĐhBienpho`ng,Học viện Biên Phòng,đhbienpho`ng,học viện biên phòng
10581,6833,dh nong nghiep ha noi,Học viện Nông nghiệp Việt Nam,dh nong nghiep ha noi,học viện nông nghiệp việt nam
10582,2181,Trường THPT ly thai to,Trường THPT Lý Thái Tổ,trường thpt ly thai to,trường thpt lý thái tổ
10583,11901,Trường THPT Yên Đinh 1,Trường THPT YÊN ĐỊNH 1,trường thpt yên đinh 1,trường thpt yên định 1
10584,5684,tt gdtx kthn tinh dong thap,TT GDTX - KTHN tỉnh Đồng Tháp,tt gdtx kthn tinh dong thap,tt gdtx - kthn tỉnh đồng tháp
10585,470,HCMCONS,Nhạc Viện TP.HCM,hcmcons,nhạc viện tp.hcm
10586,9109,Trường Cao Đẳng y tế Phú Thọ,Trường Cao Đẳng Y tế Phú Thọ,trường cao đẳng y tế phú thọ,trường cao đẳng y tế phú thọ
10587,10789,Trường THPT  Việt Nam - Ba Lan,Trường THPT Việt Nam Ba Lan,trường thpt  việt nam - ba lan,trường thpt việt nam ba lan
10588,1837,Trường THPT tu lap,Trường THPT Tự Lập,trường thpt tu lap,trường thpt tự lập
10589,11194,dai hoc ky thuat cong nghe,Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,dai hoc ky thuat cong nghe,trường đại học kinh tế kỹ thuật công nghiệp 
10590,11321,Trường THPT Trần Phú - Tp . Đà Nẵng,Trường THPT Trần Phú,trường thpt trần phú - tp . đà nẵng,trường thpt trần phú
10591,14026,"TT GDTX Thành Phố Biên Hòa , Tỉnh Đồng Nai",TT GDTX tỉnh Đồng Nai,"tt gdtx thành phố biên hòa , tỉnh đồng nai",tt gdtx tỉnh đồng nai
10592,10537,Trường Trường THPT Nguyễn Hùng Hiệp,Trường THPT Nguyễn Hùng Hiệp,trường trường thpt nguyễn hùng hiệp,trường thpt nguyễn hùng hiệp
10593,14467,Truong cao dang y te quang nam,Trường Cao Đẳng Y tế Quảng Nam,truong cao dang y te quang nam,trường cao đẳng y tế quảng nam
10594,13013,Trường Trường THPT Nghi Xuân,Trường THPT Nghi Xuân,trường trường thpt nghi xuân,trường thpt nghi xuân
10595,14254,TT GDTX Yên Phong,TT GDTX Yen Phong,tt gdtx yên phong,tt gdtx yen phong
10596,9432,Đại Học Sân Khấu Điện Ảnh Tp HCM,Trường Đại học Sân khấu Điện ảnh TP.HCM,đại học sân khấu điện ảnh tp hcm,trường đại học sân khấu điện ảnh tp.hcm
10597,8896,Nation Economics University,Trường Đại Học Kinh Tế Quốc Dân,nation economics university,trường đại học kinh tế quốc dân
10598,10887,thung hoc pho thong lam kinh,Trường THPT Lam Kinh,thung hoc pho thong lam kinh,trường thpt lam kinh
10599,13964,Trường THCS-THPT Phú Tân,Trường THCS-THPT Phú Tân,trường thcs-thpt phú tân,trường thcs-thpt phú tân
10600,6438,Trường THPT thanh binh ca mau,Trường THPT Thanh Bình Cà Mau,trường thpt thanh binh ca mau,trường thpt thanh bình cà mau
10601,10548,Trường Trung cấp kinh tế kỹ thuật Hà Giang,Trường Kinh tế Kỹ thuật Hà Giang,trường trung cấp kinh tế kỹ thuật hà giang,trường kinh tế kỹ thuật hà giang
10602,10435,Đại Học Cảnh Sát Nhân Dân TPHCM,Trường Đại học Cảnh sát Nhân dân,đại học cảnh sát nhân dân tphcm,trường đại học cảnh sát nhân dân
10603,2304,cdsp ha giang,CĐSP Hà Giang,cdsp ha giang,cđsp hà giang
10604,5298,tt gdnn gdtx ninh phuoc,TT GDNN-GDTX Ninh Phước,tt gdnn gdtx ninh phuoc,tt gdnn-gdtx ninh phước
10605,7935,Đại Học Tôn Đức Thắng,Trường Đại học Tôn Đức Thắng,đại học tôn đức thắng,trường đại học tôn đức thắng
10606,2098,tc nghe du lich va tiep thi quoc te,TC nghề Du lịch và Tiếp thị Quốc tế,tc nghe du lich va tiep thi quoc te,tc nghề du lịch và tiếp thị quốc tế
10607,2117,Trường THPT bach viet,Trường THPT Bách Việt,trường thpt bach viet,trường thpt bách việt
10608,6245,Trường THPT vo van kiet,Trường THPT Võ Văn Kiệt,trường thpt vo van kiet,trường thpt võ văn kiệt
10609,13533,Trường THPT Năng Khiếu Tiền Giang,Trường THPT Năng Khiếu - Đại học Quốc Gia,trường thpt năng khiếu tiền giang,trường thpt năng khiếu - đại học quốc gia
10610,13418,Trường THPT Phạm Văn Đồng - Tây Hòa - Phú Yên,Trường THPT Phạm Văn Đồng,trường thpt phạm văn đồng - tây hòa - phú yên,trường thpt phạm văn đồng
10611,11354,CD Mo Hong Cam Quang Ninh,Cao Đẳng Nghề Mỏ Hồng Cẩm,cd mo hong cam quang ninh,cao đẳng nghề mỏ hồng cẩm
10612,992,dai hoc quoc gi ha noi,Đại Học Quốc Gia Hà Nội,dai hoc quoc gi ha noi,đại học quốc gia hà nội
10613,2140,Trường THPT vinh loc b,Trường THPT Vĩnh Lộc B,trường thpt vinh loc b,trường thpt vĩnh lộc b
10614,13296,Trường Trung Học Phổ Thông Nguyễn Đáng,Trường THPT Nguyễn Đáng,trường trung học phổ thông nguyễn đáng,trường thpt nguyễn đáng
10615,1405,khoa hoc xhva nv,Đại học Khoa học Xã hội và Nhân văn,khoa hoc xhva nv,đại học khoa học xã hội và nhân văn
10616,12393,Trường THPT Văn Hiến,Trường THPT VĂN HIẾN,trường thpt văn hiến,trường thpt văn hiến
10617,11612,dh gtvt hanoi,Trường Đại học Giao thông Vận tải,dh gtvt hanoi,trường đại học giao thông vận tải
10618,4137,trung tam gdnn gdtx huong son,TT GDNN-GDTX Hương Sơn,trung tam gdnn gdtx huong son,tt gdnn-gdtx hương sơn
10619,5002,Trường THPT tran quy cap,Trường THPT Trần Quý Cáp,trường thpt tran quy cap,trường thpt trần quý cáp
10620,434,NAVA,Học Viện Hải Quân,nava,học viện hải quân
10621,12909,Trường THPT Trần Cao Vân,Trường THPT Trần Cao Vân,trường thpt trần cao vân,trường thpt trần cao vân
10622,8927,Trường THPT Truong Chinh,Trường THPT Trường Chinh,trường thpt truong chinh,trường thpt trường chinh
10623,9594,"Trường THPT nam tien hai,tien hai,thai binh",Trường THPT Nam Tiền Hải,"trường thpt nam tien hai,tien hai,thai binh",trường thpt nam tiền hải
10624,12113,TPTTH Yên mo A,Trường THPT Yên Mô A,tptth yên mo a,trường thpt yên mô a
10625,14203,truong quan su tinh son la,Trường quân sự tỉnh Sơn La,truong quan su tinh son la,trường quân sự tỉnh sơn la
10626,8052,dh luong the vinh-nam dinh,Trường Đại học Lương Thế Vinh,dh luong the vinh-nam dinh,trường đại học lương thế vinh
10627,11661,Trường THCS-THPT Thạnh Tân,Trường THPT Thạnh Tân,trường thcs-thpt thạnh tân,trường thpt thạnh tân
10628,3292,phong gd dt tu son,Phòng GD-ĐT Từ Sơn,phong gd dt tu son,phòng gd-đt từ sơn
10629,13130,daj hok xay dung,Trường Đại Học Xây Dựng,daj hok xay dung,trường đại học xây dựng
10630,9187,Dai hoc khoa hoc xa hoi & nhan van khoa quan he quoc te,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,dai hoc khoa hoc xa hoi & nhan van khoa quan he quoc te,trường đại học khoa học xã hội và nhân văn - đại học quốc gia hà nội
10631,12415,trung học phổ thông NGÔ THỜI NHIỆM,Trường Tư Thục Ngô Thời Nhiệm,trung học phổ thông ngô thời nhiệm,trường tư thục ngô thời nhiệm
10632,3878,ttgdnn gdtx lang chanh,TT GDNN-GDTX Lang Chánh,ttgdnn gdtx lang chanh,tt gdnn-gdtx lang chánh
10633,13163,Truong Trường THPT Dak Song,Trường THPT Đăk Song,truong trường thpt dak song,trường thpt đăk song
10634,1934,Trường THCS-THPT phan boi chau,Trường THCS-THPT Phan Bội Châu,trường thcs-thpt phan boi chau,trường thcs-thpt phan bội châu
10635,5818,Trường THPT hoa binh,Trường THPT Hòa Bình,trường thpt hoa binh,trường thpt hòa bình
10636,8848,Truong Trường THPT Bac Yra My Quang Nam,Trường THPT Bắc Trà My,truong trường thpt bac yra my quang nam,trường thpt bắc trà my
10637,4236,Trường THPT quang trung,Trường THPT Quang Trung,trường thpt quang trung,trường thpt quang trung
10638,10533,Đại học Nội vụ_Hà Nội,Trường Đại Học Nội Vụ Hà Nội,đại học nội vụ_hà nội,trường đại học nội vụ hà nội
10639,3260,pt co nhieu cap hoc quoc te kinh bac,PT có nhiều cấp học Quốc tế Kinh Bắc,pt co nhieu cap hoc quoc te kinh bac,pt có nhiều cấp học quốc tế kinh bắc
10640,13599,Trường ĐH Luật TP. Hồ Chí Minh,Trường Đại học Luật TP.HCM,trường đh luật tp. hồ chí minh,trường đại học luật tp.hcm
10641,7572,phổ thông c kim bảng-hà nam,Trường THPT C Kim Bảng,phổ thông c kim bảng-hà nam,trường thpt c kim bảng
10642,7020,tung hoc tai truong Trường THPT cho don,Trường THPT Chợ Đồn,tung hoc tai truong trường thpt cho don,trường thpt chợ đồn
10643,7113,Sú pham hue,Đại học Sư phạm Huế,sú pham hue,đại học sư phạm huế
10644,2679,Trường THPT chu van an,Trường THPT Chu Văn An,trường thpt chu van an,trường thpt chu văn an
10645,11942,Tuyên Quang,Thành phố Tuyên Quang,tuyên quang,thành phố tuyên quang
10646,10394,Trung Học Phổ Thông Trần Phú_Bình Long,Trường THPT Trần Phú,trung học phổ thông trần phú_bình long,trường thpt trần phú
10647,11555,Trường THPT  Ngọc Hiển - Cà Mau,Trường THPT Ngọc Hiển,trường thpt  ngọc hiển - cà mau,trường thpt ngọc hiển
10648,3404,Trường THPT binh giang,Trường THPT Bình Giang,trường thpt binh giang,trường thpt bình giang
10649,962,truong trung cap kinh te du lich hoa sua,Trung cấp Kinh tế Du lịch Hoa Sữa,truong trung cap kinh te du lich hoa sua,trung cấp kinh tế du lịch hoa sữa
10650,567,Đại Học Lao Động – Xã Hội ( Cơ sở phía Nam),Đại Học Lao Động – Xã Hội ,đại học lao động – xã hội ( cơ sở phía nam),đại học lao động – xã hội 
10651,6204,Trường THPT vinh long,Trường THPT Vĩnh Long,trường thpt vinh long,trường thpt vĩnh long
10652,11645,Cao Đẳng công nghiệp hải phòng,Trường Cao Đẳng Công Nghiệp Hải Phòng,cao đẳng công nghiệp hải phòng,trường cao đẳng công nghiệp hải phòng
10653,2915,truong Trường THPT tran phu,Trường THPT Trần Phú,truong trường thpt tran phu,trường thpt trần phú
10654,7690,truong Trường THPT nguyen ba ngoc,Trường THCS-THPT Nguyễn Bá Ngọc,truong trường thpt nguyen ba ngoc,trường thcs-thpt nguyễn bá ngọc
10655,3043,Trường THPT vo thi sau,Trường THPT Võ Thị Sáu,trường thpt vo thi sau,trường thpt võ thị sáu
10656,3696,tt gdtx nghia tan,TT GDTX Nghĩa Tân,tt gdtx nghia tan,tt gdtx nghĩa tân
10657,8726,phổ thông A bình lục,Trường THPT A Bình Lục,phổ thông a bình lục,trường thpt a bình lục
10658,1404,vien quan tri kinh doanh fsb dh fpt,Đại Học FPT,vien quan tri kinh doanh fsb dh fpt,đại học fpt
10659,4659,pt dtnt tu mo rong,PT DTNT Tu Mơ Rông,pt dtnt tu mo rong,pt dtnt tu mơ rông
10660,3037,Trường THPT pham cong binh,Trường THPT Phạm Công Bình,trường thpt pham cong binh,trường thpt phạm công bình
10661,400,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,học viện kỹ thuật quân sự - hệ quân sự,học viện kỹ thuật quân sự - hệ quân sự
10662,987,truong mua tp.hcm,Trường Múa TP.HCM,truong mua tp.hcm,trường múa tp.hcm
10663,951,cao dang kjnh te ky thuat thaj bjnh,Cao Đẳng Kinh Tế Kỹ Thuật Thái Bình,cao dang kjnh te ky thuat thaj bjnh,cao đẳng kinh tế kỹ thuật thái bình
10664,4550,truong Trường THPT le trung dinh,Trường THPT Lê Trung Đình,truong trường thpt le trung dinh,trường thpt lê trung đình
10665,8972,Ha Noi Nationl University of Education,Trường Đại học Sư phạm Hà Nội,ha noi nationl university of education,trường đại học sư phạm hà nội
10666,7956,Trường THPT nguyen hue t2k52,Trường THPT Nguyễn Huệ,trường thpt nguyen hue t2k52,trường thpt nguyễn huệ
10667,11432,tung hoc Trường THPT bak yen,Trường Trường THPT Bắc Yên,tung hoc trường thpt bak yen,trường trường thpt bắc yên
10668,1167,cao dang ktkt quang nam,Cao Đẳng Kinh tế - Kỹ thuật Quảng Nam,cao dang ktkt quang nam,cao đẳng kinh tế - kỹ thuật quảng nam
10669,2600,Trường THPT bac son,Trường THPT Bắc Sơn,trường thpt bac son,trường thpt bắc sơn
10670,1785,gdtx hoai duc,GDTX Hoài Đức,gdtx hoai duc,gdtx hoài đức
10671,12243,Truong Trường THPT Chau Thanh A_Tran Van On_Ben Tre.,Trường THPT Trần Văn Ơn,truong trường thpt chau thanh a_tran van on_ben tre.,trường thpt trần văn ơn
10672,13765,ĐH Quang Trung,Trường Đại học Quang Trung,đh quang trung,trường đại học quang trung
10673,6498,truong Trường THPT thanh chan,Trường THPT Thanh Chăn,truong trường thpt thanh chan,trường thpt thanh chăn
10674,1369,cao dang bc cong nghe va quan tri doanh nghiep ctim,Cao Đẳng Công nghệ và Quản trị doanh nghiệp,cao dang bc cong nghe va quan tri doanh nghiep ctim,cao đẳng công nghệ và quản trị doanh nghiệp
10675,2333,Trường THCS va Trường THPT minh ngoc,Trường THCS-THPT Minh Ngọc,trường thcs va trường thpt minh ngoc,trường thcs-thpt minh ngọc
10676,6114,Trường THPT trung an,Trường THPT Trung An,trường thpt trung an,trường thpt trung an
10677,10960,truong suleco,Trường Trung Cấp Nghề Suleco,truong suleco,trường trung cấp nghề suleco
10678,6573,Trường THPT dak glong,Trường THPT Đăk Glong,trường thpt dak glong,trường thpt đăk glong
10679,3729,Trường THPT bac duyen ha,Trường THPT Bắc Duyên Hà,trường thpt bac duyen ha,trường thpt bắc duyên hà
10680,4873,Trường THPT nguyen van linh,Trường THPT Nguyễn Văn Linh,trường thpt nguyen van linh,trường thpt nguyễn văn linh
10681,9037,Trường THPT số 3 Phù Cát,Trường THPT Số 3 Phù Cát,trường thpt số 3 phù cát,trường thpt số 3 phù cát
10682,578,Đại Học Dân Lập Phú Xuân,Đại Học Dân Lập Phú Xuân,đại học dân lập phú xuân,đại học dân lập phú xuân
10683,10832,ĐH Công Nghiệp Ha,Trường Đại học Công nghiệp Hà Nội,đh công nghiệp ha,trường đại học công nghiệp hà nội
10684,2772,Trường THPT dong tam,Trường THPT Đồng Tâm,trường thpt dong tam,trường thpt đồng tâm
10685,1423,dai hoc luat tra vinh 2012 2016,Đại học Trà Vinh,dai hoc luat tra vinh 2012 2016,đại học trà vinh
10686,1571,Trường THCS-THPT luong the vinh,Trường THCS-THPT Lương Thế Vinh,trường thcs-thpt luong the vinh,trường thcs-thpt lương thế vinh
10687,9528,Trường Trung Cấp Luật,Trung cấp Luật Hà Nội,trường trung cấp luật,trung cấp luật hà nội
10688,5897,Trường THPT chuyen tg,Trường THPT Chuyên TG,trường thpt chuyen tg,trường thpt chuyên tg
10689,11697,phan thanh tai highschool,Trường THPT Phan Thành Tài,phan thanh tai highschool,trường thpt phan thành tài
10690,6004,trung tam gdtx chau thanh,TT GDTX Châu Thành,trung tam gdtx chau thanh,tt gdtx châu thành
10691,221,ĐH Kinh tế – Kỹ thuật Công nghiệp,Đại Học Kinh tế – Kỹ thuật Công nghiệp,đh kinh tế – kỹ thuật công nghiệp,đại học kinh tế – kỹ thuật công nghiệp
10692,6970,TT GDTX van lam,TT GDNN-GDTX Văn Lâm,tt gdtx van lam,tt gdnn-gdtx văn lâm
10693,10117,Trung học phổ thông yên mô C,Trường THPT Yên Mô B,trung học phổ thông yên mô c,trường thpt yên mô b
10694,13390,CD y te Binh phuoc,Trường Cao Đẳng Y tế Bình Phước,cd y te binh phuoc,trường cao đẳng y tế bình phước
10695,13281,ĐH Điều Dưỡng Nam Định,Trường Đại học Điều dưỡng Nam Định,đh điều dưỡng nam định,trường đại học điều dưỡng nam định
10696,11651,"Truong Trường THPT Kim Thanh, Hai Duong",Trường THPT Kim Thành,"truong trường thpt kim thanh, hai duong",trường thpt kim thành
10697,9638,Dh cong nhjep thaj nguyen,Trường Đại Học Kỹ Thuật Công Nghiệp,dh cong nhjep thaj nguyen,trường đại học kỹ thuật công nghiệp
10698,11794,truong trung hoc pho thong tay thanh,"Trường THCS, Trường THPT Hồng Đức",truong trung hoc pho thong tay thanh,"trường thcs, trường thpt hồng đức"
