text,normed_text,normed_text_2
Trường THPT dao duy tu,Trường THPT Đào Duy Từ,THPT Đào Duy Từ
pho thong dtnt Trường THCS-THPT huyen cu jut,Trường THPT DTNT Trường THCS-THPT huyện Cư Jút,THPT DTNT Trường THCS-THPT huyện Cư Jút
Trường THPT dak song,Trường THPT Đăk Song,THPT Đăk Song
tt gdnn gdtx dak song,TT GDNN-GDTX Đăk Song,GDNN-GDTX Đăk Song
Trường THPT phan dinh phung,Trường THPT Phan Đình Phùng,THPT Phan Đình Phùng
pho thong dtnt Trường THCS-THPT huyen dak song,Trường THPT DTNT Trường THCS-THPT huyện Đăk Song,THPT DTNT Trường THCS-THPT huyện Đăk Song
Trường THPT luong the vinh,Trường THPT Lương Thế Vinh,THPT Lương Thế Vinh
Trường THPT krong no,Trường THPT Krông Nô,THPT Krông Nô
tt gdnn gdtx krong no,TT GDNN-GDTX Krông Nô,GDNN-GDTX Krông Nô
Trường THPT hung vuong,Trường THPT Hùng Vương,THPT Hùng Vương
Trường THPT tran phu,Trường THPT Trần Phú,THPT Trần Phú
pho thong dtnt Trường THCS-THPT huyen krong no,Trường THPT DTNT Trường THCS-THPT huyện Krông Nô,THPT DTNT Trường THCS-THPT huyện Krông Nô
Trường THPT dak glong,Trường THPT Đăk Glong,THPT Đăk Glong
pho thong dtnt Trường THCS-THPT huyen dak glong,Trường THPT DTNT Trường THCS-THPT huyện Đăk Glong,THPT DTNT Trường THCS-THPT huyện Đăk Glong
Trường THPT le duan,Trường THPT Lê Duẩn,THPT Lê Duẩn
Trường THPT le quy don,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
tt gdnn gdtx tuy duc,TT GDNN-GDTX Tuy Đức,GDNN-GDTX Tuy Đức
pho thong dtnt Trường THCS-THPT huyen tuy duc,Trường THPT DTNT Trường THCS-THPT huyện Tuy Đức,THPT DTNT Trường THCS-THPT huyện Tuy Đức
so gd va dt hau giang,Sở GD và ĐT Hậu Giang,Sở GD và ĐT Hậu Giang
Trường THPT vi thanh,Trường THPT Vị Thanh,THPT Vị Thanh
phong giao duc thanh pho vi thanh,Phòng Giáo dục thành phố Vị Thanh,Phòng Giáo dục thành phố Vị Thanh
Trường THPT chiem thanh tan,Trường THPT Chiêm Thành Tấn,THPT Chiêm Thành Tấn
tt gdtx thanh pho vi thanh,TT GDTX thành phố Vị Thanh,GDTX thành phố Vị Thanh
Trường THPT chuyen vi thanh,Trường THPT chuyên Vị Thanh,THPT chuyên Vị Thanh
tc nghe tinh hau giang,TC nghề tỉnh Hậu Giang,C nghề tỉnh Hậu Giang
tt gdtx tinh hau giang,TT GDTX tỉnh Hậu Giang,GDTX tỉnh Hậu Giang
truong trung cap ky thuat cong nghe tinh hau giang,Trường Trung cấp Kỹ thuật-Công nghệ tỉnh Hậu Giang,Trung cấp Kỹ thuật-Công nghệ tỉnh Hậu Giang
truong cao dang cong dong hau giang,Trường Cao Đẳng Cộng đồng Hậu Giang,Cao Đẳng Cộng đồng Hậu Giang
Trường THPT vi thuy,Trường THPT Vị Thủy,THPT Vị Thủy
phong giao duc h vi thuy,Phòng Giáo dục H. Vị Thủy,Phòng Giáo dục H. Vị Thủy
Trường THPT le hong phong,Trường THPT Lê Hồng Phong,THPT Lê Hồng Phong
tt gdtx h vi thuy,TT GDTX H. Vị Thuỷ,GDTX H. Vị Thuỷ
Trường THPT vinh tuong,Trường THPT Vĩnh Tường,THPT Vĩnh Tường
tt gdnn gdtx h vi thuy,TT GDNN-GDTX H. Vị Thuỷ,GDNN-GDTX H. Vị Thuỷ
truong trung cap luat vi thanh,Trường Trung cấp Luật Vị Thanh,Trung cấp Luật Vị Thanh
truong trung cap kinh te ky thuat tinh hau giang,Trường Trung cấp Kinh tế-Kỹ thuật tỉnh Hậu Giang,Trung cấp Kinh tế-Kỹ thuật tỉnh Hậu Giang
Trường THPT long my huyen lm,Trường THPT Long Mỹ ,THPT Long Mỹ
Trường THPT tay do,Trường THPT Tây Đô,THPT Tây Đô
phong giao duc h long my,Phòng Giáo dục H. Long Mỹ,Phòng Giáo dục H. Long Mỹ
pho thong dan toc noi tru huyen lm,Trường THPT Dân tộc nội trú ,THPT Dân tộc nội trú
Trường THPT tan phu huyen lm,Trường THPT Tân Phú ,THPT Tân Phú
tt gdtx long my,TT GDTX Long Mỹ,GDTX Long Mỹ
Trường THPT luong tam,Trường THPT Lương Tâm,THPT Lương Tâm
Trường THPT tay do tu 01 05 2019,Trường THPT Tây Đô,THPT Tây Đô
tt gdnn gdtx h long my,TT GDNN-GDTX H. Long Mỹ,GDNN-GDTX H. Long Mỹ
Trường THPT luong the vinh,Trường THPT Lương Thế Vinh,THPT Lương Thế Vinh
Trường THPT cay duong,Trường THPT Cây Dương,THPT Cây Dương
Trường THPT tan long,Trường THPT Tân Long,THPT Tân Long
phong giao duc h phung hiep,Phòng Giáo dục H. Phụng Hiệp,Phòng Giáo dục H. Phụng Hiệp
tt gdtx h phung hiep,TT GDTX H. Phụng Hiệp,GDTX H. Phụng Hiệp
Trường THPT hoa an,Trường THPT Hòa An,THPT Hòa An
tt gdnn gdtx h phung hiep,TT GDNN-GDTX H. Phụng Hiệp,GDNN-GDTX H. Phụng Hiệp
Trường THPT nga sau,Trường THPT Ngã Sáu,THPT Ngã Sáu
phong giao duc h chau thanh,Phòng Giáo dục H. Châu Thành,Phòng Giáo dục H. Châu Thành
tt gdtx h chau thanh,TT GDTX H. Châu Thành,GDTX H. Châu Thành
Trường THPT phu huu,Trường THPT Phú Hữu,THPT Phú Hữu
cd nghe tran dai nghia,CĐ Nghề Trần Đại Nghĩa,CĐ Nghề Trần Đại Nghĩa
tt gdnn gdtx h chau thanh,TT GDNN-GDTX H. Châu Thành,GDNN-GDTX H. Châu Thành
Trường THPT tam vu,Trường THPT Tầm Vu,THPT Tầm Vu
Trường THPT cai tac,Trường THPT Cái Tắc,THPT Cái Tắc
Trường THPT chau thanh a,Trường THPT Châu Thành A,THPT Châu Thành A
phong giao duc h chau thanh a,Phòng Giáo dục H. Châu Thành A,Phòng Giáo dục H. Châu Thành A
tt gdtx h chau thanh a,TT GDTX H. Châu Thành A,GDTX H. Châu Thành A
Trường THPT truong long tay,Trường THPT Trường Long Tây,THPT Trường Long Tây
tt gdnn gdtx h chau thanh a,TT GDNN-GDTX H. Châu Thành A,GDNN-GDTX H. Châu Thành A
Trường THPT nguyen minh quang,Trường THPT Nguyễn Minh Quang,THPT Nguyễn Minh Quang
phong giao duc thi xa nga bay,Phòng Giáo dục Thị xã Ngã Bảy,Phòng Giáo dục Thị xã Ngã Bảy
tt gdtx thi xa nga bay,TT GDTX thị xã Ngã Bảy,GDTX thị xã Ngã Bảy
Trường THPT le quy don,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
tc nghe nga bay,TC nghề Ngã Bảy,C nghề Ngã Bảy
Trường THPT nguyen minh quang,Trường THPT Nguyễn Minh Quang,THPT Nguyễn Minh Quang
tt gdnn gdtx thi xa nga bay,TT GDNN-GDTX thị xã Ngã Bảy,GDNN-GDTX thị xã Ngã Bảy
Trường THPT le quy don,Trường THPT Lê Qúy Đôn,THPT Lê Qúy Đôn
phong giao duc thi xa long my huyen lm,Phòng Giáo dục thị xã Long Mỹ ,Phòng Giáo dục thị xã Long Mỹ
Trường THPT long my,Trường THPT Long Mỹ,THPT Long Mỹ
pho thong dan toc noi tru,Trường THPT Dân tộc nội trú,THPT Dân tộc nội trú
Trường THPT tan phu,Trường THPT Tân Phú,THPT Tân Phú
tt gdtx long my,TT GDTX Long Mỹ,GDTX Long Mỹ
phong giao duc thi xa long my,Phòng Giáo dục thị xã Long Mỹ,Phòng Giáo dục thị xã Long Mỹ
tt gdnn gdtx tx long my,TT GDNN-GDTX TX Long Mỹ,GDNN-GDTX TX Long Mỹ
Trường THPT nguyen minh quang tu 01 02 2020,Trường THPT Nguyễn Minh Quang,THPT Nguyễn Minh Quang
tt gdnn gdtx thanh pho nga bay tu 01 02 2020,TT GDNN-GDTX thành phố Ngã Bảy,GDNN-GDTX thành phố Ngã Bảy
Trường THPT le quy don tu 01 02 2020,Trường THPT Lê Qúy Đôn,THPT Lê Qúy Đôn
truong dai hoc van hoa nghe thuat quan doi,Trường Đại học văn hóa nghệ thuật Quân đội,Đại học văn hóa nghệ thuật Quân đội
truong cao dang nghe so 8,Trường Cao Đẳng nghề Số 8,Cao Đẳng nghề Số 8
Trường phục hồi nhân phẩm bình triệu,TT cai nghiện ma túy Bình Triệu,cai nghiện ma túy Bình Triệu
Truong Trường THCS Tân Phú Đông,Trường THCS Tân Phú,THCS Tân Phú
pho thong thanh dong,Trường THPT Thành Đông,THPT Thành Đông
Trường ĐẠI HỌC LUẠT HG,Trường Đại học Luật Hà Nội,Đại học Luật Hà Nội
Trường THCS Quảng Thuỷ,Trường TH-THCS Quảng Thủy,TH-THCS Quảng Thủy
Trường THCS vân nham,Trường THCS Vân Nham,THCS Vân Nham
Truong trung hoc PHPT so 2 quang trach,Trường THPT Số 2 Quảng Trạch,THPT Số 2 Quảng Trạch
Trường THPT hồg đức ninh gjang,Trường THPT Hồng Đức,THPT Hồng Đức
Mãi yêu Trường THCS Nguyễn Tự Tân,Trường THCS Nguyễn Tự Tân,THCS Nguyễn Tự Tân
truong trung hoc cs dan ly,Trường THCS Dân Lý,THCS Dân Lý
Trường THPT hh so 3,Trường THPT Hiệp Hòa số 3,THPT Hiệp Hòa số 3
Trung hoc co so Dong Xuan,Trường THCS Đông Xuân,THCS Đông Xuân
Truong  trung cap nghiep vu ke hoach 3 nien khoa 1988-1990,Trường trung cấp kỹ thuật nghiệp vụ Hải Phòng,trung cấp kỹ thuật nghiệp vụ Hải Phòng
truong trung hoc co so va trung pho thong my quy,Trường THCS-THPT Mỹ Quý,THCS-THPT Mỹ Quý
Dang hoc cao dang kinh te ki thuat thuong mai hn,Cao Đẳng Kinh tế - Kỹ Thuật Thương mại,Cao Đẳng Kinh tế - Kỹ Thuật Thương mại
Nhơn Mỹ 1,Trường trung học Nhơn Mỹ 1,trung học Nhơn Mỹ 1
dai hoc bach khoa,Trường Đại học Bách khoa Hà Nội,Đại học Bách khoa Hà Nội
CĐ nghề PY,Trường Cao Đẳng Nghề Phú Yên,Cao Đẳng Nghề Phú Yên
Trường THCS Tân Thanh Tây,Trường THCS Tân Thanh Tây,THCS Tân Thanh Tây
"Truong TH,Trường THCS TRUNG LAP",Trường THCS Trung Lập,THCS Trung Lập
trung hoc pho thong thanh liem,Trường THPT B Thanh Liêm,THPT B Thanh Liêm
Trường THCS BÌNH AN,Trường THCS Bình An,THCS Bình An
Hong thai hight school,Trường THPT Phạm Hồng Thái,THPT Phạm Hồng Thái
BC TRẦN PHÚ,Trường THPT Bán Công Trần Phú,THPT Bán Công Trần Phú
Trường THCS bu nko,Trường THCS Bù Nho,THCS Bù Nho
A7. PTTH Nam Truc,Trường THPT Nam Trực,THPT Nam Trực
truong cao dang kinh te ki thuat,Trường Cao Đẳng Kinh Tế - Kỹ Thuật,Cao Đẳng Kinh Tế - Kỹ Thuật
Trường cao ₫ẳng phương ₫ông ₫à nẵng,Trường Cao Đẳng Phương Đông Đà Nẵng,Cao Đẳng Phương Đông Đà Nẵng
Trường THPT Bát Trung,Trường THPT Bát Trung,THPT Bát Trung
PT chuyên Hoang le kha,Trường THPT Chuyên Hoàng Lê Kha,THPT Chuyên Hoàng Lê Kha
Trường THPT le thanh tong aynpa,Trường THPT Lê Thánh Tông,THPT Lê Thánh Tông
Trường THPT ly bôn,Trường THPT Lý Bôn,THPT Lý Bôn
Trường THPT Việt yên 2 Bac Giang,Trường THPT Việt Yên số 2,THPT Việt Yên số 2
Truong trung hoc co so Chau Van Liem,Trường THCS Châu Văn Liêm,THCS Châu Văn Liêm
Tung hoc Trường THPT phu bai,Trường THPT Phú Bài,THPT Phú Bài
HCMC University of pegolody,Trường Đại học Sư phạm TP.HCM,Đại học Sư phạm TP.HCM
Đại Học Lâm Nghiệp Quốc Gia Việt Nam,Trường Đại học Lâm nghiệp,Đại học Lâm nghiệp
thph vinh tuy,Trường THPT Vĩnh Tuy,THPT Vĩnh Tuy
Trường THCS hành Phước,Trường THCS Hành Phước,THCS Hành Phước
Trường THCS Đức Long,Trường THCS Đức Long,THCS Đức Long
Trường THPT Thuan Hoa,Trường THPT Thuận Hoà,THPT Thuận Hoà
DHQG HN ABC,Đại học Quốc gia Hà Nội,Đại học Quốc gia Hà Nội
Viện Đào tạo sau đại học Trường Đại học Bách khoa Hà Nội,Đại học Bách khoa Hà Nội,Đại học Bách khoa Hà Nội
Nong Lam U,Trường Đại học Nông Lâm TP.HCM,Đại học Nông Lâm TP.HCM
Học Viện Báo Chí Và Tuyên Truyền,Học viện Báo chí và Tuyên truyền,Học viện Báo chí và Tuyên truyền
trung hoc pho thong dan lap giao thuy,Trường THPT Giao Thủy,THPT Giao Thủy
Truong Trường THPT Cam thuy,Trường THPT Cẩm Thủy 1,THPT Cẩm Thủy 1
CĐ Kinh Tế Kỹ Thuật Công Nghiệp 2,Cao Đẳng Kinh tế Kỹ thuật Công nghiệp II,Cao Đẳng Kinh tế Kỹ thuật Công nghiệp II
Đai Học CNTP,Trường Đại học Công nghiệp Thực phẩm TP.HCM,Đại học Công nghiệp Thực phẩm TP.HCM
Trường THCS BÙI HỮU NGHĨA,Trường THCS Bùi Hữu Nghĩa,THCS Bùi Hữu Nghĩa
HCMUS,Trường Đại học Khoa học Tự nhiên - Đại học Quốc Gia TP.HCM,Đại học Khoa học Tự nhiên - Đại học Quốc Gia TP.HCM
Trường THCS Chuyen Kon Tum,Trường THPT Chuyên Nguyễn Tất Thành Kon Tum,THPT Chuyên Nguyễn Tất Thành Kon Tum
TPTDTBT-Trường THCS Nậm Ban-Mèo Vạc,Trường THPTDTBT Trường THCS Nậm Ban,THPTDTBT Trường THCS Nậm Ban
Đại Học Kinh Tế Huế K38 QTKD,Trường đại học Kinh tế - Đại học Huế,đại học Kinh tế - Đại học Huế
đã học Trường THCS Biên Sơn,Trường THCS Biên Sơn,THCS Biên Sơn
TRƯỜNG TRUNG HOC CƠ SỞ VIỆT THẮNG,Trường THCS Việt Thắng,THCS Việt Thắng
truong trung hoc vinh hung,Trường THPT Vĩnh Hưng,THPT Vĩnh Hưng
Truong Trường THPT Luong The Vinh Hau Giang,Trường THPT Lương Thế Vinh,THPT Lương Thế Vinh
Truong Trường THCS na muong,Trường TH-THCS Nà Mường,TH-THCS Nà Mường
TT GDTX Quỳnh Phụ II,TT GDTX 2 Quỳnh Phụ,GDTX 2 Quỳnh Phụ
Trường Cao Đẳng công nghệ và kinh tê đối ngoai,Trường Trung cấp Công nghệ và Kinh tế Đối ngoại,Trung cấp Công nghệ và Kinh tế Đối ngoại
truong dai hoc nha trang,Trường Đại học Nha Trang,Đại học Nha Trang
"Trường THPTTH Ngô Gia Tự, EarKar, DakLak",Trường THPT Ngô Gia Tự,THPT Ngô Gia Tự
truong trung hoc pho thong con tien,Trường THPT Cồn Tiên,THPT Cồn Tiên
Đại Học Kinh tế kĩ thuật công nghiệp,Trường Đại học Kinh tế Kỹ thuật Công nghiệp,Đại học Kinh tế Kỹ thuật Công nghiệp
Trường THPT dphuc,Trường THPT Đa Phúc,THPT Đa Phúc
đã từng học tại Trường THPT sơn động số2,Trường THPT Sơn Động số 2,THPT Sơn Động số 2
Truong ptdtnt dak ha,Trường THPT DTNT Đăk Hà,THPT DTNT Đăk Hà
Dang hoc trung cap Ke toan -Tai chinh tai truong CD Cong nghiep Hung Yen,Cao Đẳng Công nghiệp Hưng Yên,Cao Đẳng Công nghiệp Hưng Yên
Trường THPTt Minh châu,Trường THPT Minh Châu,THPT Minh Châu
Trường THCS vô Điếm,Trường THCS Vô Điếm,THCS Vô Điếm
Dai Hoc Dong Ri,Trường Đại học Đông Đô,Đại học Đông Đô
Trường trung cấp lâm nghiệp Gia Lai,Trường Trung Cấp Lâm Nghiệp Tây Nguyên,Trung Cấp Lâm Nghiệp Tây Nguyên
Truong Tieu Hoc Kim Dong,Trường TH Kim Đồng,TH Kim Đồng
Trường THPTTH Thanh Miện 2,Trường THPT Thanh Miện II,THPT Thanh Miện II
Trường THPT Hung Vuong Binh Dinh,Trường THPT Hùng Vương,THPT Hùng Vương
Trường THPT Quảng Trọng Hoàng,Trường THPT Quản Trọng Hoàng,THPT Quản Trọng Hoàng
Khoa học xã hội và nhân văn HCM,Trường Đại học Khoa học Xã hội và Nhân văn – Đại học Quốc gia TP.HCM,Đại học Khoa học Xã hội và Nhân văn – Đại học Quốc gia TP.HCM
truong cao dang ANG NHAU QUOC TE,Trường Cao Đẳng Quốc tế,Cao Đẳng Quốc tế
trung học phổ thông Quỳnh Lưu 4,Trường THPT Quỳnh Lưu 4,THPT Quỳnh Lưu 4
Trường THPT Nguyễn Thị Minh Khai,Trường THPT Nguyễn Thị Minh Khai,THPT Nguyễn Thị Minh Khai
Chuyen Tuyen Quang K17 (2003-2006),Trường THPT Chuyên Tuyên Quang,THPT Chuyên Tuyên Quang
Trường PTTH Chuyên Nguyễn Du,Trường THPT Chuyên Nguyễn Du,THPT Chuyên Nguyễn Du
Trường THCS Nguyên Trj Phương,Trường THCS Nguyễn Tri Phương,THCS Nguyễn Tri Phương
Trường THPT Lê Thánh Tông,Trường THPT Lê Thánh Tông,THPT Lê Thánh Tông
"Trường THCS Hoàng Diệu Đắk Rla, Đắk Mil, Đắc Nông",Trường THCS Hoàng Diệu,THCS Hoàng Diệu
Khoa hoc Tu nhjen,Đại học Khoa học Tự nhiên,Đại học Khoa học Tự nhiên
Pham Hong Thai High School,Trường THPT Phạm Hồng Thái,THPT Phạm Hồng Thái
Truong Trường THPT Cong nghiep Viet tri,Trường THPT Công nghiệp Việt Trì,THPT Công nghiệp Việt Trì
CĐ Su Pham BR_VT,Trường Cao Đẳng Sư phạm Bà Rịa Vũng Tàu,Cao Đẳng Sư phạm Bà Rịa Vũng Tàu
TT hướng nghiệp và GDTX huyện vân đồn,TT Hướng Nghiệp Và GDTX Huyện Vân Đồn,Hướng Nghiệp Và GDTX Huyện Vân Đồn
trung hoc pho thog ham thuan nam,Trường THPT Hàm Thuận Nam,THPT Hàm Thuận Nam
Trường THPT Van Chan _ Yen Baj,Trường THPT Văn Chấn - Yên Bái,THPT Văn Chấn - Yên Bái
Trường Trường THPT Phạm Văn Đồng,Trường Trường THPT Phạm Văn Đồng,Trường THPT Phạm Văn Đồng
nguyễn thái bình- đức trọng,Trường THPT Nguyễn Thái Bình,THPT Nguyễn Thái Bình
Cao Đăngc Kinh Tế Tài Chính Thái Nguyên,Trường Cao Đẳng kinh tế - tài chính Thái Nguyên,Cao Đẳng kinh tế - tài chính Thái Nguyên
TRU0NG CAO DANG KINH TE DOI NGOAI TPHCM,Trường Cao Đẳng Kinh Tế Đối Ngoại,Cao Đẳng Kinh Tế Đối Ngoại
"TT GDQP, AN Đại học Huế",TT Giáo dục Quốc phòng và An ninh - Đại học Huế,Giáo dục Quốc phòng và An ninh - Đại học Huế
Đại học Mỹ Tho,Trường Đại học Tiền Giang,Đại học Tiền Giang
Trường THCS lí nhật quang,Trường THCS Lý Nhật Quang,THCS Lý Nhật Quang
Trường THCS CL Phan Bội Châu,Trường THCS CL Phan Bội Châu,THCS CL Phan Bội Châu
TT Dạy Nghề Phước Lộc,TT Dạy Nghề Phước Lộc,Dạy Nghề Phước Lộc
truong tc yte ninh thuan,Trường Trung cấp Y tế Ninh Thuận,Trung cấp Y tế Ninh Thuận
Trường THPT gò wao,Trường THPT Gò Quao,THPT Gò Quao
truong Trường THPTdtnt tra vinh,Trường THPT Dân Tộc Nội Trú Trường THPT Trà Vinh,THPT Dân Tộc Nội Trú Trường THPT Trà Vinh
cao dang nghe giao thong van tai tw1,Trường Cao Đẳng Giao thông vận tải Trung ương I,Cao Đẳng Giao thông vận tải Trung ương I
Khoi chuyen toan tin DHKHTN Ha Noi,Trường THPT chuyên Khoa học Tự nhiên,THPT chuyên Khoa học Tự nhiên
truong Trường THPT vu van hieu,Trường THPT Vũ Văn Hiếu,THPT Vũ Văn Hiếu
"Trường THPTTH Phú Mỹ, Tân Thành, BRVT",Trường THPT Phú Mỹ,THPT Phú Mỹ
Ba Ria - Vung Tau University,Trường Đại học Bà Rịa - Vũng Tàu,Đại học Bà Rịa - Vũng Tàu
Nguyễn Đình Chiểu Specialized High School,Trường THPT chuyên Nguyễn Đình Chiểu,THPT chuyên Nguyễn Đình Chiểu
Trường THCS Phương Sơn,Trường THCS Phương Sơn,THCS Phương Sơn
Trường THPTTH Hồng Quang-Hải Dương,Trường THPT Hồng Quang,THPT Hồng Quang
PTTH Hoàng Văn Thụ,Trường THPT Hoàng Văn Thụ,THPT Hoàng Văn Thụ
PTTH Xuân Vinh-XT-NĐ,Trường THPTTH Xuân Vinh,THPTTH Xuân Vinh
Co so Tri Qua,Trường THCS Trí Quả,THCS Trí Quả
Trường THPT Phuoc Bjnh,Trường THPT Phước Bình,THPT Phước Bình
truơng Trường THPT Chuong Mỹb,Trường THPT Chương Mỹ B,THPT Chương Mỹ B
Trường THCS Tố Như,Trường THCS Tố Như,THCS Tố Như
Trường THCS Hưng Lợi,Trường THCS-THPT Hưng Lợi,THCS-THPT Hưng Lợi
Trường THCS tan lap-tan lap-vu thu-thai binh,Trường THCS Tân Lập,THCS Tân Lập
TTrường THCS Khanh Hoa,Trường THCS Khánh Hòa,THCS Khánh Hòa
Trường THPT dậy nghề  huyện lập thạch,TT Dạy Nghề Lập Thạch,Dạy Nghề Lập Thạch
Trường THCS hải lộc,Trường THCS Hải Lộc,THCS Hải Lộc
Trường THCS Huỳnh Thúc Kháng,Trường THCS Huỳnh Thúc Kháng,THCS Huỳnh Thúc Kháng
Trường THCS xa van linh,Trường THCS Xã Vạn Linh,THCS Xã Vạn Linh
Cao Đẳng QUÂN Y,Trường Cao Đẳng Quân Y 1,Cao Đẳng Quân Y 1
đại hoc quốc gia,Đại học Quốc gia Hà Nội,Đại học Quốc gia Hà Nội
"Trường THPT Mac Dinh Chi, Hai Duong",Trường THPT Mạc Đĩnh Chi,THPT Mạc Đĩnh Chi
TCPH Báo Quốc,Trường TCPH Báo Quốc - Huế,TCPH Báo Quốc - Huế
truong Trường THPT thanh pho cao lanh,Trường THPT Thành Phố Cao Lãnh,THPT Thành Phố Cao Lãnh
PT Cam le,Trường THPT Cẩm Lệ,THPT Cẩm Lệ
THPH Kim Bôi,Trường THPT Kim Bôi,THPT Kim Bôi
NTTS dai hoc An Giang,Đại học An Giang,Đại học An Giang
trung hoc co so y la,Trường THCS Ỷ La,THCS Ỷ La
CĐN Cơ giới và thủy lợi,Trường Cao Đẳng Cơ Giới Và Thủy Lợi Đồng Nai,Cao Đẳng Cơ Giới Và Thủy Lợi Đồng Nai
Trường THPT Nguyễn Thái Bình - ĐT - LĐ,Trường THPT Nguyễn Thái Bình,THPT Nguyễn Thái Bình
Trường Cao Đẳng kỹ thuật bắc thăng long,Trường Trung cấp Kinh tế - Kỹ thuật Bắc Thăng Long,Trung cấp Kinh tế - Kỹ thuật Bắc Thăng Long
Cao Dang Ky Thuat Khach San Va du Lịch,Trường Cao Đẳng Kỹ Thuật Khách Sạn Và Du Lịch,Cao Đẳng Kỹ Thuật Khách Sạn Và Du Lịch
"Trường THPT Số 2 Quảng Trạch, Quảng Bình, Việt Nam",Trường THPT Số 2 Quảng Trạch,THPT Số 2 Quảng Trạch
co so giao lac,Trường THCS Giao Lạc,THCS Giao Lạc
Trường THCS an tin,Trường THCS Ân Tín,THCS Ân Tín
Trường THCS Đại An,Trường THCS Đại An,THCS Đại An
Trường THCS Nghĩa minh,Trường THCS Nghĩa Minh,THCS Nghĩa Minh
Trường trung học phổ thông Nguyễn Huệ thành phố nam định,Trường THPT Nguyễn Huệ,THPT Nguyễn Huệ
Trường THPT Phước Hưng,Trường THCS Phước Hưng,THCS Phước Hưng
truong PTTH Tayson Dong da ha noi,Trường THPTTH Tây Sơn,THPTTH Tây Sơn
Trường THCS Trần Thi,Trường THCS Trần Thi,THCS Trần Thi
tpth chu văn an,Trường THPT Chu Văn An,THPT Chu Văn An
Trường cao đăng cơ điện va luyên kim 3 tp thái nguyên,Trường Cao Đẳng Cơ khí - Luyện kim Thái Nguyên,Cao Đẳng Cơ khí - Luyện kim Thái Nguyên
Trường THPT Chi Lăng-An Giang,Trường THPT Chi Lăng,THPT Chi Lăng
Trường THCS Phú Hải,Trường THCS Phú Hải,THCS Phú Hải
Trường THPT luc ngan 4,Trường THPT Lục Ngạn Số 4,THPT Lục Ngạn Số 4
"Khoa Kinh Tế-Quản Trị Kinh Doanh, CTU",Đại học Cần Thơ,Đại học Cần Thơ
Học Viện Tài Chính.,Học viện Tài chính,Học viện Tài chính
Trường THPT Tắc Vân-Cà Mau,Trường THPT Tắc Vân,THPT Tắc Vân
Trường THCS xã la son,Trường THCS La Sơn,THCS La Sơn
Trung hoc pho thong ytc,Trường Đại học Y tế Công cộng,Đại học Y tế Công cộng
Hoc tai truong Đại Học  Kinh te KT Bình Dương,Trường Đại học Kinh tế Kỹ thuật Bình Dương,Đại học Kinh tế Kỹ thuật Bình Dương
Trường TH Đèo Gia,Trường TH Đèo Gia,TH Đèo Gia
THCS̉ khánh hồng,Trường THCS Khánh Hồng,THCS Khánh Hồng
Trường THCS xã Gia Xuyên,Trường THCS Gia Xuyên,THCS Gia Xuyên
phổ thông Đông Sơn 2,Trường THPT Đông Sơn 2,THPT Đông Sơn 2
Trường THCS Thuỷ Sơn,Trường THCS Thuỷ Sơn,THCS Thuỷ Sơn
Khối 6 + Khối 8 Trường THCS Quyết Thắng,Trường THCS Quyết Thắng,THCS Quyết Thắng
CĐ công nghiệp Việt Hung,Đại học Công nghiệp Việt Hung,Đại học Công nghiệp Việt Hung
Trường THPT Đông Dương,Trường THPT Đông Dương,THPT Đông Dương
Dai Hoc Bach Khoa Tp.HCM,Đại học Bách khoa - Đại học Quốc gia TP.HCM,Đại học Bách khoa - Đại học Quốc gia TP.HCM
Hội Cựu Học Sinh Trường THPTTH CẤP 2-3 Phú Tâm,Trường THPT Phú Tâm,THPT Phú Tâm
Cao Đẳng Y te khánh hòa,Cao Đẳng Y tế Khánh Hòa,Cao Đẳng Y tế Khánh Hòa
Trường THCS Phổ Phong,Trường THCS Phổ Phong,THCS Phổ Phong
Trường THPTTH Nguyễn Khuyến Nam Định,Trường THPT Nguyễn Khuyến,THPT Nguyễn Khuyến
Trường THPT Hai Bà Trưng - Hà Nội,Trường THPT Hai Bà Trưng,THPT Hai Bà Trưng
TTrường THCS võ thị sáu,Trường THCS Võ Thị Sáu,THCS Võ Thị Sáu
Trường THPT Hồng Đức Uông Bí Quảng Ninh,Trường THPT Hồng Đức,THPT Hồng Đức
THPH PHu Bai,Trường THPT Phú Bài,THPT Phú Bài
Cao Đẳng Công nghiệp Phúc Yên,Cao Đẳng Công nghiệp Phúc Yên,Cao Đẳng Công nghiệp Phúc Yên
Cơ Sở Cao Bá Quát,Trường THCS Cao Bá Quát,THCS Cao Bá Quát
truong Trường THPT sang son,Trường THPT Sáng Sơn,THPT Sáng Sơn
Trường THCS Tra lan,Trường THCS Trà Lân,THCS Trà Lân
Dhspthaingtuyen,Đại học Sư phạm Thái Nguyên,Đại học Sư phạm Thái Nguyên
thuong trung hoc cs yen tran,Trường THCS Yên Trấn,THCS Yên Trấn
CAO DANG NGHE CONG NGHE VA NONG LAM NAM BO,Cao Đẳng Công nghệ Nông Lâm Nam Bộ,Cao Đẳng Công nghệ Nông Lâm Nam Bộ
Trường THCS Võ Trường Toản Bến Tre,Trường THCS Võ Trường Toản,THCS Võ Trường Toản
Truong trung hoc chuyen ban Dao Duy Tu,Trường THPT Đào Duy Từ,THPT Đào Duy Từ
